modelID pcons proq4 qmeanDisCo seqlen dan
DP00798r002_1 0.5579999999999999 0.386 0.6629999999999999 83 0.67
DP00800r003_3 0.341 0.294 0.258 217 0.361
DP00800r003_4 0.279 0.254 0.317 217 0.37200000000000005
DP00800r003_5 0.187 0.29100000000000004 0.267 217 0.298
DP00800r003_1 0.303 0.24 0.344 217 0.365
DP00800r003_2 0.305 0.279 0.29100000000000004 217 0.289
DP00809r001_3 0.374 0.246 0.574 50 0.5
DP00809r001_2 0.371 0.238 0.5670000000000001 50 0.532
DP00809r001_4 0.375 0.28 0.517 50 0.5760000000000001
DP00809r001_1 0.319 0.265 0.513 50 0.42100000000000004
DP00809r001_5 0.391 0.28800000000000003 0.515 50 0.5329999999999999
DP00834r010_4 0.502 0.21 0.521 46 0.7140000000000001
DP00834r010_3 0.398 0.189 0.463 46 0.669
DP00834r010_2 0.489 0.19 0.547 46 0.753
DP00834r010_1 0.4920000000000001 0.189 0.504 46 0.74
DP00834r010_5 0.431 0.18 0.434 46 0.58
DP00835r001_4 0.214 0.199 0.403 54 0.308
DP00835r001_1 0.173 0.215 0.394 54 0.284
DP00835r001_5 0.209 0.227 0.422 54 0.331
DP00835r001_2 0.21600000000000005 0.28300000000000003 0.399 54 0.371
DP00835r001_3 0.236 0.24 0.401 54 0.298
DP00835r002_5 0.398 0.228 0.473 61 0.46
DP00835r002_3 0.375 0.192 0.36 61 0.496
DP00835r002_1 0.349 0.177 0.521 61 0.516
DP00835r002_4 0.281 0.211 0.411 61 0.34299999999999997
DP00835r002_2 0.327 0.188 0.41 61 0.47
DP00836r001_5 0.525 0.376 0.37 110 0.307
DP00836r001_3 0.555 0.32299999999999995 0.316 110 0.324
DP00836r001_1 0.569 0.35 0.313 110 0.307
DP00836r001_2 0.573 0.314 0.396 110 0.31
DP00836r001_4 0.581 0.368 0.32299999999999995 110 0.336
DP00839r002_1 0.29 0.208 0.34600000000000003 121 0.276
DP00839r002_2 0.358 0.194 0.371 121 0.33299999999999996
DP00839r002_3 0.328 0.196 0.337 121 0.278
DP00839r002_4 0.309 0.189 0.318 121 0.295
DP00839r002_5 0.319 0.202 0.302 121 0.281
DP00841r001_5 0.354 0.17 0.546 71 0.368
DP00841r001_2 0.264 0.166 0.546 71 0.355
DP00841r001_4 0.328 0.151 0.5429999999999999 71 0.354
DP00841r001_3 0.268 0.14 0.355 71 0.261
DP00841r001_1 0.297 0.136 0.512 71 0.331
DP00848r001_5 0.787 0.201 0.354 49 0.688
DP00848r001_1 0.784 0.203 0.384 49 0.812
DP00848r001_2 0.677 0.203 0.376 49 0.853
DP00848r001_3 0.6729999999999999 0.199 0.363 49 0.768
DP00848r001_4 0.787 0.201 0.355 49 0.688
DP00864r004_3 0.298 0.285 0.314 102 0.306
DP00864r004_1 0.355 0.256 0.402 102 0.308
DP00864r004_4 0.246 0.24 0.327 102 0.304
DP00864r004_5 0.35700000000000004 0.28800000000000003 0.409 102 0.304
DP00864r004_2 0.274 0.293 0.447 102 0.27
DP00872r001_3 0.506 0.131 0.474 50 0.466
DP00872r001_1 0.475 0.132 0.415 50 0.447
DP00872r001_5 0.615 0.125 0.433 50 0.47700000000000004
DP00872r001_4 0.536 0.126 0.38 50 0.41700000000000004
DP00872r001_2 0.635 0.134 0.445 50 0.483
DP00873r001_2 0.35100000000000003 0.29600000000000004 0.441 107 0.315
DP00873r001_5 0.327 0.298 0.415 107 0.295
DP00873r001_1 0.344 0.295 0.424 107 0.371
DP00873r001_4 0.336 0.278 0.395 107 0.36200000000000004
DP00873r001_3 0.391 0.251 0.423 107 0.341
DP00892r001_3 0.969 0.449 0.73 37 0.625
DP00892r001_1 0.978 0.456 0.728 37 0.63
DP00892r001_4 0.977 0.462 0.7390000000000001 37 0.619
DP00892r001_5 0.97 0.46 0.716 37 0.622
DP00892r001_2 0.978 0.469 0.745 37 0.64
DP00896r001_5 0.212 0.226 0.421 187 0.34299999999999997
DP00896r001_3 0.185 0.24 0.425 187 0.28600000000000003
DP00896r001_4 0.183 0.231 0.431 187 0.28600000000000003
DP00896r001_1 0.233 0.232 0.394 187 0.305
DP00896r001_2 0.213 0.222 0.382 187 0.29
DP00900r001_4 0.6579999999999999 0.235 0.528 36 0.5479999999999999
DP00900r001_1 0.556 0.211 0.518 36 0.518
DP00900r001_2 0.5579999999999999 0.214 0.415 36 0.435
DP00900r001_5 0.625 0.206 0.521 36 0.53
DP00900r001_3 0.573 0.199 0.536 36 0.524
DP00907r001_3 0.3 0.16699999999999998 0.388 33 0.49700000000000005
DP00907r001_4 0.241 0.162 0.309 33 0.401
DP00907r001_5 0.421 0.139 0.395 33 0.622
DP00907r001_1 0.461 0.14300000000000002 0.329 33 0.594
DP00907r001_2 0.465 0.134 0.374 33 0.636
DP00926r001_1 0.325 0.203 0.433 55 0.354
DP00926r001_2 0.301 0.214 0.431 55 0.298
DP00926r001_4 0.383 0.201 0.419 55 0.35600000000000004
DP00926r001_3 0.363 0.249 0.43 55 0.312
DP00926r001_5 0.371 0.155 0.45 55 0.42200000000000004
DP00926r002_4 0.5 0.142 0.388 45 0.45
DP00926r002_3 0.502 0.16699999999999998 0.435 45 0.546
DP00926r002_5 0.47 0.129 0.418 45 0.426
DP00926r002_2 0.524 0.158 0.399 45 0.484
DP00926r002_1 0.473 0.145 0.375 45 0.526
DP00930r001_5 0.08800000000000001 0.258 0.435 227 0.247
DP00930r001_4 0.114 0.285 0.324 227 0.24600000000000002
DP00930r001_1 0.086 0.269 0.414 227 0.21
DP00930r001_3 0.087 0.255 0.409 227 0.221
DP00930r001_2 0.09 0.29100000000000004 0.467 227 0.214
DP00932r001_4 0.8 0.433 0.769 76 0.73
DP00932r001_5 0.7390000000000001 0.416 0.7859999999999999 76 0.8220000000000001
DP00932r001_2 0.82 0.41 0.8109999999999999 76 0.8079999999999999
DP00932r001_3 0.802 0.425 0.763 76 0.664
DP00932r001_1 0.745 0.383 0.664 76 0.5539999999999999
DP00933r001_4 0.606 0.118 0.3720000000000001 44 0.7
DP00933r001_2 0.499 0.123 0.39 44 0.498
DP00933r001_3 0.35700000000000004 0.124 0.374 44 0.358
DP00933r001_1 0.563 0.112 0.35600000000000004 44 0.826
DP00933r001_5 0.599 0.116 0.394 44 0.7979999999999999
DP00939r001_2 0.672 0.241 0.42 43 0.467
DP00939r001_1 0.631 0.168 0.4 43 0.45799999999999996
DP00939r001_5 0.648 0.156 0.418 43 0.49700000000000005
DP00939r001_3 0.612 0.151 0.447 43 0.45799999999999996
DP00939r001_4 0.69 0.17800000000000002 0.403 43 0.49200000000000005
DP00943r001_3 0.561 0.359 0.5529999999999999 78 0.441
DP00943r001_2 0.41 0.349 0.55 78 0.43
DP00943r001_4 0.574 0.354 0.5820000000000001 78 0.405
DP00943r001_5 0.5870000000000001 0.358 0.57 78 0.428
DP00943r001_1 0.508 0.359 0.568 78 0.408
DP00948r001_5 0.28800000000000003 0.236 0.4 44 0.455
DP00948r001_4 0.275 0.217 0.3670000000000001 44 0.389
DP00948r001_3 0.246 0.189 0.394 44 0.442
DP00948r001_1 0.28800000000000003 0.239 0.388 44 0.514
DP00948r001_2 0.349 0.282 0.3720000000000001 44 0.43799999999999994
DP00948r004_3 0.487 0.207 0.444 66 0.556
DP00948r004_5 0.529 0.207 0.41 66 0.523
DP00948r004_1 0.391 0.198 0.378 66 0.496
DP00948r004_4 0.528 0.194 0.459 66 0.508
DP00948r004_2 0.515 0.207 0.434 66 0.5
DP00953r001_5 0.416 0.213 0.406 99 0.376
DP00953r001_2 0.363 0.22 0.391 99 0.359
DP00953r001_1 0.431 0.208 0.41 99 0.392
DP00953r001_4 0.35600000000000004 0.26 0.32299999999999995 99 0.368
DP00953r001_3 0.394 0.232 0.484 99 0.41200000000000003
DP00957r001_5 0.231 0.28600000000000003 0.311 201 0.245
DP00957r001_2 0.252 0.332 0.321 201 0.254
DP00957r001_3 0.189 0.305 0.455 201 0.20800000000000002
DP00957r001_4 0.2 0.343 0.335 201 0.242
DP00957r001_1 0.231 0.28800000000000003 0.381 201 0.25
DP00965r002_4 0.414 0.277 0.506 136 0.35600000000000004
DP00965r002_5 0.406 0.299 0.496 136 0.35600000000000004
DP00965r002_3 0.426 0.311 0.521 136 0.33299999999999996
DP00965r002_2 0.411 0.317 0.517 136 0.324
DP00965r002_1 0.363 0.277 0.494 136 0.313
DP00970r001_4 0.315 0.308 0.561 77 0.41600000000000004
DP00970r001_2 0.337 0.309 0.605 77 0.41200000000000003
DP00970r001_3 0.39 0.29600000000000004 0.471 77 0.41
DP00970r001_1 0.375 0.287 0.469 77 0.392
DP00970r001_5 0.368 0.298 0.512 77 0.386
DP00974r002_4 0.555 0.126 0.375 38 0.782
DP00974r002_3 0.847 0.126 0.487 38 0.741
DP00974r002_5 0.846 0.125 0.414 38 0.7859999999999999
DP00974r002_2 0.858 0.117 0.388 38 0.79
DP00974r002_1 0.825 0.126 0.407 38 0.8140000000000001
DP00985r001_3 0.703 0.396 0.435 89 0.374
DP00985r001_1 0.742 0.396 0.449 89 0.39
DP00985r001_4 0.701 0.389 0.426 89 0.391
DP00985r001_5 0.738 0.412 0.378 89 0.37799999999999995
DP00985r001_2 0.6990000000000001 0.361 0.434 89 0.364
DP00993r001_5 0.09 0.228 0.341 253 0.248
DP00993r001_4 0.113 0.235 0.35600000000000004 253 0.24
DP00993r001_2 0.104 0.232 0.348 253 0.261
DP00993r001_3 0.109 0.208 0.3670000000000001 253 0.233
DP00993r001_1 0.113 0.217 0.333 253 0.239
DP00994r007_4 0.691 0.3720000000000001 0.58 37 0.433
DP00994r007_3 0.731 0.29600000000000004 0.614 37 0.488
DP00994r007_2 0.713 0.281 0.608 37 0.447
DP00994r007_5 0.68 0.28800000000000003 0.556 37 0.43200000000000005
DP00994r007_1 0.6829999999999999 0.384 0.607 37 0.499
DP01005r002_2 0.408 0.234 0.591 33 0.716
DP01005r002_3 0.556 0.238 0.62 33 0.78
DP01005r002_4 0.452 0.217 0.4970000000000001 33 0.599
DP01005r002_1 0.547 0.236 0.564 33 0.715
DP01005r002_5 0.527 0.246 0.547 33 0.6890000000000001
DP01009r001_2 0.265 0.345 0.379 190 0.26
DP01009r001_1 0.262 0.305 0.325 190 0.282
DP01009r001_3 0.184 0.284 0.28600000000000003 190 0.26
DP01009r001_5 0.235 0.318 0.402 190 0.265
DP01009r001_4 0.202 0.289 0.375 190 0.261
DP01016r001_2 0.402 0.122 0.364 21 0.5760000000000001
DP01016r001_5 0.409 0.134 0.35700000000000004 21 0.473
DP01016r001_4 0.271 0.116 0.331 21 0.502
DP01016r001_3 0.455 0.117 0.256 21 0.5660000000000001
DP01016r001_1 0.429 0.132 0.285 21 0.484
DP01034r004_3 0.871 0.265 0.565 65 0.517
DP01034r004_5 0.8540000000000001 0.263 0.5479999999999999 65 0.5529999999999999
DP01034r004_4 0.8370000000000001 0.267 0.591 65 0.55
DP01034r004_1 0.866 0.263 0.596 65 0.525
DP01034r004_2 0.7879999999999999 0.266 0.353 65 0.38799999999999996
DP01035r002_1 0.136 0.226 0.4920000000000001 226 0.252
DP01035r002_3 0.162 0.223 0.488 226 0.253
DP01035r002_4 0.132 0.226 0.542 226 0.26
DP01035r002_5 0.189 0.217 0.279 226 0.281
DP01035r002_2 0.17600000000000002 0.218 0.395 226 0.262
DP01036r001_2 0.6409999999999999 0.388 0.274 105 0.41600000000000004
DP01036r001_5 0.542 0.414 0.3720000000000001 105 0.42700000000000005
DP01036r001_1 0.618 0.395 0.503 105 0.38299999999999995
DP01036r001_3 0.625 0.43 0.341 105 0.41100000000000003
DP01036r001_4 0.675 0.402 0.38 105 0.39
DP01038r001_1 0.939 0.316 0.772 65 0.746
DP01038r001_4 0.965 0.332 0.816 65 0.857
DP01038r001_3 0.923 0.332 0.7190000000000001 65 0.78
DP01038r001_5 0.962 0.327 0.8109999999999999 65 0.865
DP01038r001_2 0.941 0.317 0.66 65 0.581
DP01040r001_2 0.099 0.222 0.263 280 0.259
DP01040r001_3 0.094 0.211 0.299 280 0.207
DP01040r001_5 0.1 0.221 0.265 280 0.23199999999999998
DP01040r001_4 0.1 0.231 0.35 280 0.266
DP01040r001_1 0.077 0.219 0.32 280 0.2
DP01047r001_1 0.177 0.232 0.411 150 0.36200000000000004
DP01047r001_5 0.229 0.211 0.366 150 0.294
DP01047r001_2 0.204 0.221 0.317 150 0.29600000000000004
DP01047r001_3 0.225 0.221 0.385 150 0.27699999999999997
DP01047r001_4 0.217 0.229 0.4 150 0.281
DP01051r001_5 0.139 0.269 0.381 253 0.19899999999999998
DP01051r001_2 0.102 0.268 0.494 253 0.18
DP01051r001_4 0.091 0.261 0.521 253 0.18100000000000002
DP01051r001_3 0.125 0.254 0.438 253 0.193
DP01051r001_1 0.132 0.27 0.409 253 0.192
DP01055r001_5 0.35700000000000004 0.223 0.422 103 0.413
DP01055r001_1 0.342 0.225 0.479 103 0.358
DP01055r001_2 0.203 0.252 0.473 103 0.354
DP01055r001_3 0.34600000000000003 0.239 0.471 103 0.397
DP01055r001_4 0.29600000000000004 0.259 0.474 103 0.332
DP01056r001_5 0.017 0.245 0.096 996 0.098
DP01056r001_3 0.015 0.238 0.107 996 0.08800000000000001
DP01056r001_1 0.014 0.237 0.122 996 0.102
DP01056r001_4 0.013 0.222 0.124 996 0.095
DP01056r001_2 0.016 0.238 0.095 996 0.094
DP01057r001_4 0.82 0.324 0.653 99 0.752
DP01057r001_5 0.873 0.364 0.768 99 0.621
DP01057r001_1 0.843 0.349 0.649 99 0.66
DP01057r001_3 0.856 0.335 0.762 99 0.718
DP01057r001_2 0.857 0.353 0.757 99 0.774
DP01060r001_3 0.264 0.397 0.385 118 0.289
DP01060r001_4 0.238 0.315 0.321 118 0.281
DP01060r001_2 0.241 0.304 0.35100000000000003 118 0.258
DP01060r001_5 0.244 0.307 0.379 118 0.26899999999999996
DP01060r001_1 0.23 0.353 0.373 118 0.27699999999999997
DP01065r001_3 0.126 0.272 0.395 236 0.21899999999999997
DP01065r001_2 0.132 0.268 0.512 236 0.204
DP01065r001_4 0.102 0.26 0.552 236 0.20600000000000002
DP01065r001_5 0.106 0.257 0.429 236 0.20800000000000002
DP01065r001_1 0.085 0.258 0.479 236 0.20600000000000002
DP01069r001_1 0.387 0.222 0.38 101 0.402
DP01069r001_2 0.384 0.21600000000000005 0.368 101 0.395
DP01069r001_5 0.401 0.187 0.318 101 0.405
DP01069r001_4 0.385 0.22 0.385 101 0.402
DP01069r001_3 0.42 0.192 0.326 101 0.397
DP01071r001_3 0.145 0.253 0.501 422 0.205
DP01071r001_4 0.166 0.234 0.377 422 0.228
DP01071r001_2 0.132 0.238 0.461 422 0.19399999999999998
DP01071r001_1 0.149 0.229 0.364 422 0.207
DP01071r001_5 0.16699999999999998 0.235 0.277 422 0.222
DP01074r005_5 0.344 0.278 0.4270000000000001 86 0.355
DP01074r005_2 0.314 0.233 0.35700000000000004 86 0.35200000000000004
DP01074r005_1 0.27 0.252 0.486 86 0.414
DP01074r005_4 0.285 0.25 0.382 86 0.36200000000000004
DP01074r005_3 0.254 0.342 0.3670000000000001 86 0.374
DP01075r001_1 0.015 0.212 0.22 777 0.09
DP01075r001_5 0.014 0.246 0.098 777 0.107
DP01075r001_2 0.014 0.213 0.235 777 0.1
DP01075r001_3 0.014 0.219 0.182 777 0.092
DP01075r001_4 0.014 0.222 0.173 777 0.092
DP01077r001_2 0.037000000000000005 0.281 0.078 603 0.132
DP01077r001_3 0.147 0.28300000000000003 0.49 603 0.141
DP01077r001_1 0.149 0.276 0.269 603 0.141
DP01077r001_5 0.04 0.265 0.07200000000000001 603 0.121
DP01077r001_4 0.139 0.29 0.085 603 0.147
DP01078r001_2 0.055 0.214 0.257 441 0.182
DP01078r001_3 0.07 0.261 0.524 441 0.17600000000000002
DP01078r001_1 0.064 0.254 0.528 441 0.161
DP01078r001_5 0.062 0.255 0.35100000000000003 441 0.168
DP01078r001_4 0.06 0.252 0.467 441 0.17
DP01079r001_1 0.21 0.28300000000000003 0.239 203 0.28600000000000003
DP01079r001_5 0.174 0.261 0.204 203 0.289
DP01079r001_4 0.132 0.269 0.446 203 0.254
DP01079r001_3 0.153 0.25 0.259 203 0.28800000000000003
DP01079r001_2 0.18 0.274 0.337 203 0.28600000000000003
DP01080r001_2 0.42 0.213 0.457 53 0.44799999999999995
DP01080r001_4 0.49 0.235 0.379 53 0.461
DP01080r001_5 0.433 0.24 0.3720000000000001 53 0.39
DP01080r001_1 0.434 0.224 0.441 53 0.397
DP01080r001_3 0.472 0.238 0.446 53 0.44299999999999995
DP01083r001_5 0.334 0.173 0.383 79 0.34700000000000003
DP01083r001_1 0.34700000000000003 0.17 0.396 79 0.365
DP01083r001_2 0.314 0.181 0.407 79 0.35
DP01083r001_3 0.349 0.155 0.325 79 0.354
DP01083r001_4 0.364 0.177 0.335 79 0.33299999999999996
DP01084r001_4 0.253 0.2 0.317 63 0.419
DP01084r001_5 0.28300000000000003 0.237 0.349 63 0.36700000000000005
DP01084r001_1 0.23 0.202 0.361 63 0.354
DP01084r001_2 0.275 0.183 0.342 63 0.39
DP01084r001_3 0.258 0.191 0.374 63 0.384
DP01085r001_5 0.25 0.211 0.423 88 0.31
DP01085r001_3 0.276 0.16899999999999998 0.366 88 0.324
DP01085r001_1 0.31 0.19 0.324 88 0.33399999999999996
DP01085r001_2 0.226 0.195 0.454 88 0.317
DP01085r001_4 0.307 0.202 0.415 88 0.313
DP01086r001_4 0.305 0.136 0.564 76 0.325
DP01086r001_2 0.335 0.133 0.65 76 0.41200000000000003
DP01086r001_1 0.333 0.149 0.644 76 0.43200000000000005
DP01086r001_5 0.308 0.132 0.6659999999999999 76 0.37200000000000005
DP01086r001_3 0.304 0.141 0.7440000000000001 76 0.424
DP01087r001_3 0.365 0.239 0.35200000000000004 101 0.368
DP01087r001_1 0.252 0.235 0.334 101 0.39399999999999996
DP01087r001_5 0.246 0.271 0.35100000000000003 101 0.377
DP01087r001_2 0.35700000000000004 0.224 0.34600000000000003 101 0.391
DP01087r001_4 0.344 0.244 0.35600000000000004 101 0.384
DP01088r001_1 0.358 0.403 0.35700000000000004 89 0.35100000000000003
DP01088r001_2 0.41 0.402 0.379 89 0.327
DP01088r001_4 0.39 0.404 0.378 89 0.322
DP01088r001_3 0.423 0.452 0.408 89 0.33299999999999996
DP01088r001_5 0.242 0.418 0.39 89 0.32899999999999996
DP01090r001_2 0.21600000000000005 0.226 0.317 250 0.256
DP01090r001_1 0.199 0.203 0.385 250 0.252
DP01090r001_3 0.204 0.223 0.4970000000000001 250 0.248
DP01090r001_4 0.187 0.242 0.526 250 0.221
DP01090r001_5 0.208 0.254 0.512 250 0.24100000000000002
DP01094r005_4 0.381 0.299 0.311 33 0.504
DP01094r005_5 0.7509999999999999 0.159 0.35200000000000004 33 0.583
DP01094r005_2 0.777 0.14800000000000002 0.392 33 0.586
DP01094r005_3 0.7659999999999999 0.147 0.326 33 0.591
DP01094r005_1 0.753 0.149 0.361 33 0.594
DP01103r007_3 0.223 0.298 0.454 126 0.299
DP01103r007_4 0.219 0.315 0.465 126 0.314
DP01103r007_1 0.232 0.319 0.5 126 0.308
DP01103r007_2 0.151 0.269 0.308 126 0.284
DP01103r007_5 0.226 0.287 0.466 126 0.309
DP01105r001_1 0.34700000000000003 0.345 0.5 67 0.376
DP01105r001_4 0.422 0.338 0.479 67 0.40700000000000003
DP01105r001_5 0.435 0.344 0.51 67 0.395
DP01105r001_3 0.418 0.338 0.49 67 0.391
DP01105r001_2 0.421 0.293 0.481 67 0.386
DP01109r001_2 0.13 0.278 0.521 152 0.245
DP01109r001_5 0.14400000000000002 0.27 0.431 152 0.23600000000000002
DP01109r001_3 0.132 0.27 0.424 152 0.23600000000000002
DP01109r001_4 0.138 0.298 0.457 152 0.28300000000000003
DP01109r001_1 0.139 0.245 0.414 152 0.23199999999999998
DP01113r001_5 0.142 0.233 0.482 168 0.255
DP01113r001_2 0.119 0.214 0.393 168 0.242
DP01113r001_1 0.154 0.253 0.422 168 0.24600000000000002
DP01113r001_3 0.126 0.238 0.445 168 0.245
DP01113r001_4 0.141 0.228 0.446 168 0.244
DP01114r001_1 0.5379999999999999 0.181 0.539 42 0.441
DP01114r001_4 0.435 0.22 0.483 42 0.35700000000000004
DP01114r001_5 0.473 0.191 0.539 42 0.47600000000000003
DP01114r001_3 0.483 0.173 0.42 42 0.39
DP01114r001_2 0.541 0.209 0.522 42 0.444
DP01118r001_4 0.462 0.35100000000000003 0.5379999999999999 84 0.35100000000000003
DP01118r001_2 0.523 0.418 0.546 84 0.425
DP01118r001_3 0.476 0.414 0.541 84 0.402
DP01118r001_5 0.4920000000000001 0.478 0.534 84 0.426
DP01118r001_1 0.536 0.414 0.556 84 0.436
DP01126r001_2 0.134 0.28300000000000003 0.445 206 0.21100000000000002
DP01126r001_3 0.134 0.265 0.251 206 0.23600000000000002
DP01126r001_1 0.166 0.247 0.268 206 0.23199999999999998
DP01126r001_5 0.13699999999999998 0.29 0.271 206 0.22899999999999998
DP01126r001_4 0.131 0.263 0.261 206 0.23800000000000002
DP01127r001_1 0.023 0.199 0.189 828 0.09300000000000001
DP01127r001_5 0.022 0.191 0.185 828 0.107
DP01127r001_2 0.023 0.199 0.297 828 0.1
DP01127r001_3 0.021 0.19 0.279 828 0.092
DP01127r001_4 0.021 0.228 0.14800000000000002 828 0.1
DP01131r001_5 0.595 0.28800000000000003 0.408 56 0.418
DP01131r001_1 0.525 0.263 0.487 56 0.406
DP01131r001_3 0.501 0.271 0.505 56 0.425
DP01131r001_2 0.513 0.239 0.452 56 0.373
DP01131r001_4 0.598 0.262 0.446 56 0.42200000000000004
DP01134r001_1 0.163 0.298 0.35200000000000004 131 0.281
DP01134r001_4 0.168 0.263 0.353 131 0.317
DP01134r001_2 0.236 0.244 0.287 131 0.28
DP01134r001_5 0.157 0.233 0.281 131 0.27
DP01134r001_3 0.21600000000000005 0.281 0.313 131 0.32799999999999996
DP01137r001_1 0.381 0.375 0.462 94 0.34600000000000003
DP01137r001_2 0.391 0.364 0.376 94 0.34700000000000003
DP01137r001_4 0.29 0.362 0.378 94 0.344
DP01137r001_5 0.246 0.381 0.468 94 0.373
DP01137r001_3 0.421 0.391 0.443 94 0.36
DP01150r011_3 0.375 0.355 0.394 139 0.359
DP01150r011_5 0.205 0.29600000000000004 0.37 139 0.33299999999999996
DP01150r011_2 0.302 0.375 0.396 139 0.377
DP01150r011_1 0.401 0.33 0.455 139 0.37200000000000005
DP01150r011_4 0.376 0.319 0.366 139 0.35200000000000004
DP01152r001_5 0.261 0.264 0.345 182 0.294
DP01152r001_1 0.236 0.28800000000000003 0.361 182 0.31
DP01152r001_3 0.236 0.244 0.317 182 0.298
DP01152r001_2 0.306 0.228 0.287 182 0.31
DP01152r001_4 0.228 0.229 0.393 182 0.273
DP01153r001_5 0.511 0.321 0.29100000000000004 75 0.35
DP01153r001_2 0.476 0.284 0.3 75 0.33799999999999997
DP01153r001_1 0.345 0.235 0.304 75 0.33
DP01153r001_3 0.363 0.32 0.28800000000000003 75 0.344
DP01153r001_4 0.499 0.255 0.293 75 0.327
DP01158r001_4 0.414 0.348 0.45 38 0.45
DP01158r001_5 0.569 0.341 0.508 38 0.508
DP01158r001_3 0.354 0.463 0.569 38 0.56
DP01158r001_1 0.426 0.315 0.451 38 0.499
DP01158r001_2 0.546 0.35600000000000004 0.56 38 0.522
DP01160r001_3 0.38 0.217 0.337 81 0.358
DP01160r001_1 0.376 0.218 0.384 81 0.376
DP01160r001_5 0.315 0.221 0.311 81 0.408
DP01160r001_2 0.378 0.241 0.295 81 0.369
DP01160r001_4 0.422 0.203 0.301 81 0.374
DP01162r001_2 0.344 0.374 0.342 96 0.31
DP01162r001_5 0.329 0.344 0.332 96 0.318
DP01162r001_4 0.345 0.421 0.376 96 0.304
DP01162r001_1 0.344 0.413 0.338 96 0.322
DP01162r001_3 0.318 0.377 0.326 96 0.314
DP01165r001_4 0.765 0.145 0.468 38 0.6809999999999999
DP01165r001_5 0.754 0.14 0.447 38 0.67
DP01165r001_2 0.562 0.154 0.477 38 0.41700000000000004
DP01165r001_3 0.6629999999999999 0.141 0.454 38 0.657
DP01165r001_1 0.765 0.13699999999999998 0.458 38 0.722
DP01170r001_5 0.133 0.299 0.524 431 0.205
DP01170r001_3 0.151 0.3 0.479 431 0.223
DP01170r001_1 0.134 0.272 0.424 431 0.183
DP01170r001_4 0.159 0.297 0.447 431 0.18100000000000002
DP01170r001_2 0.14800000000000002 0.275 0.531 431 0.192
DP01172r006_3 0.505 0.16699999999999998 0.392 97 0.41200000000000003
DP01172r006_5 0.464 0.183 0.44 97 0.44
DP01172r006_2 0.419 0.181 0.452 97 0.37799999999999995
DP01172r006_1 0.431 0.21 0.419 97 0.381
DP01172r006_4 0.417 0.182 0.446 97 0.415
DP01173r001_5 0.234 0.297 0.328 119 0.302
DP01173r001_2 0.284 0.27 0.349 119 0.308
DP01173r001_3 0.325 0.262 0.363 119 0.306
DP01173r001_1 0.307 0.256 0.353 119 0.312
DP01173r001_4 0.246 0.28 0.295 119 0.307
DP01175r001_2 0.377 0.261 0.393 101 0.379
DP01175r001_3 0.379 0.326 0.393 101 0.369
DP01175r001_1 0.33 0.275 0.359 101 0.384
DP01175r001_4 0.272 0.258 0.376 101 0.36
DP01175r001_5 0.26 0.327 0.371 101 0.426
DP01176r001_1 0.507 0.209 0.325 67 0.42200000000000004
DP01176r001_3 0.562 0.253 0.403 67 0.466
DP01176r001_2 0.593 0.264 0.459 67 0.456
DP01176r001_4 0.542 0.21600000000000005 0.488 67 0.483
DP01176r001_5 0.5539999999999999 0.25 0.451 67 0.43700000000000006
DP01178r001_5 0.042 0.215 0.324 699 0.12300000000000001
DP01178r001_1 0.034 0.202 0.294 699 0.114
DP01178r001_4 0.042 0.244 0.136 699 0.11800000000000001
DP01178r001_2 0.029 0.221 0.251 699 0.10300000000000001
DP01178r001_3 0.041 0.264 0.282 699 0.139
DP01180r001_3 0.513 0.182 0.385 42 0.5539999999999999
DP01180r001_4 0.328 0.196 0.328 42 0.479
DP01180r001_1 0.507 0.152 0.341 42 0.52
DP01180r001_5 0.49 0.163 0.384 42 0.604
DP01180r001_2 0.311 0.2 0.389 42 0.496
DP01199r001_2 0.531 0.177 0.316 47 0.53
DP01199r001_4 0.345 0.128 0.269 47 0.748
DP01199r001_3 0.52 0.154 0.349 47 0.536
DP01199r001_1 0.454 0.205 0.313 47 0.531
DP01199r001_5 0.349 0.211 0.34700000000000003 47 0.43
DP01200r001_4 0.7190000000000001 0.307 0.378 38 0.532
DP01200r001_1 0.684 0.32299999999999995 0.386 38 0.524
DP01200r001_2 0.473 0.28600000000000003 0.425 38 0.518
DP01200r001_3 0.631 0.202 0.383 38 0.508
DP01200r001_5 0.7340000000000001 0.238 0.378 38 0.529
DP01206r001_4 0.319 0.224 0.394 51 0.35600000000000004
DP01206r001_1 0.384 0.171 0.409 51 0.318
DP01206r001_5 0.375 0.168 0.388 51 0.32799999999999996
DP01206r001_3 0.389 0.173 0.467 51 0.385
DP01206r001_2 0.289 0.17800000000000002 0.396 51 0.36
DP01237r001_4 0.218 0.303 0.401 288 0.266
DP01237r001_5 0.153 0.315 0.35600000000000004 288 0.275
DP01237r001_3 0.196 0.317 0.397 288 0.27699999999999997
DP01237r001_1 0.219 0.324 0.403 288 0.292
DP01237r001_2 0.256 0.307 0.396 288 0.265
DP01239r002_3 0.915 0.18600000000000005 0.563 41 0.8740000000000001
DP01239r002_4 0.935 0.194 0.5479999999999999 41 0.885
DP01239r002_5 0.855 0.158 0.517 41 0.802
DP01239r002_2 0.944 0.183 0.5720000000000001 41 0.8909999999999999
DP01239r002_1 0.944 0.188 0.627 41 0.879
