modelID,RMSD,lddt,pcons,proq4,dan,seqlength,tmalign
DP00249r001_3,14.33,0.2848,0.988,0.677,0.576,59,0.26816
DP00249r001_5,14.35,0.2864,0.987,0.661,0.586,59,0.26818
DP00249r001_2,14.36,0.286,0.986,0.669,0.615,59,0.26884
DP02476r001_4,7.38,0.163,0.59,0.275,0.229,231,0.26886
DP00948r036_3,2.42,0.7035,0.536,0.19,0.455,60,0.27047
DP00948r036_5,2.42,0.7139,0.591,0.192,0.476,60,0.27085
DP01064r001_3,8.05,0.2291,0.253,0.234,0.446,44,0.27104
DP00948r036_2,2.39,0.7163,0.441,0.184,0.452,60,0.27111
DP01256r001_2,7.17,0.4637,0,0.359,0.452,47,0.27114
DP00869r001_4,14.5,0.1964,0.481,0.229,0.364,87,0.27219
DP02317r001_1,11.69,0.5019,0.839,0.44,0.392,62,0.27246
DP00875r001_4,10.08,0.3811,0.542,0.162,0.558,52,0.2732
DP01424r001_2,8.24,0.2285,0.791,0.555,0.31,117,0.27326
DP00175r021_4,17.23,0.545,0.464,0.223,0.279,130,0.27332
DP00999r001_3,13.63,0.2666,0.332,0.289,0.275,142,0.27371
DP00869r001_1,15.21,0.1933,0.496,0.26,0.363,87,0.27421
DP02009r001_2,11.59,0.2308,0.332,0.302,0.392,182,0.27459
DP00875r001_1,10.9,0.3633,0.483,0.187,0.433,52,0.2747
DP00086r015_2,8.39,0.4645,0.817,0.238,0.372,93,0.27482
DP00017r001_5,26.7,0.3217,0.365,0.245,0.209,316,0.27497
DP02317r001_3,11.76,0.5121,0.859,0.468,0.425,62,0.27506
DP01147r001_4,18.41,0.5771,0.819,0.502,0.427,81,0.27529
DP02504r003_1,16.63,0.3724,0.467,0.308,0.361,256,0.27533
DP00875r001_5,11.32,0.3457,0.423,0.156,0.588,52,0.27585
DP00754r001_5,5.16,0.2608,0.279,0.125,0.476,33,0.27588
DP02317r001_5,11.78,0.4999,0.873,0.438,0.406,62,0.27629
DP02009r001_3,9.94,0.224,0.408,0.273,0.432,182,0.2769
DP01171r001_3,15.21,0.2686,0.424,0.313,0.358,68,0.27706
DP02504r003_5,16.62,0.3699,0.486,0.308,0.366,256,0.27711
DP00086r015_1,8.44,0.4513,0.915,0.228,0.441,93,0.27727
DP00175r021_1,17.57,0.5139,0.456,0.234,0.311,130,0.2776
DP02317r001_4,11.35,0.5101,0.835,0.491,0.402,62,0.2784
DP01280r001_2,1.85,0.5559,0,0.115,0.5,40,0.27853
DP02772r028_5,14.09,0.2723,0.349,0.357,0.242,223,0.27877
DP02317r001_2,11.61,0.5021,0.878,0.434,0.426,62,0.27887
DP00175r021_2,16.22,0.5273,0.303,0.181,0.304,130,0.27985
DP00086r015_4,8.44,0.4471,0.917,0.214,0.41,93,0.27991
DP00869r001_5,15.26,0.1964,0.518,0.253,0.4,87,0.28094
DP00992r001_5,6.44,0.292,0.502,0.226,0.58,35,0.2812
DP00175r021_5,15.19,0.5952,0.353,0.203,0.304,130,0.28157
DP00086r015_5,8.4,0.4567,0.92,0.219,0.414,93,0.28189
DP02009r001_4,10.76,0.2158,0.331,0.292,0.384,182,0.28221
DP00076r002_1,6.77,0.4743,0.967,0.284,0.486,48,0.28253
DP00869r001_2,15.46,0.1984,0.531,0.253,0.398,87,0.2827
DP00875r001_3,10.91,0.3896,0.433,0.172,0.652,52,0.28343
DP02488r001_2,14.52,0.1133,0.92,0.548,0.364,233,0.28378
DP02488r001_5,14.67,0.1134,0.891,0.551,0.411,233,0.28398
DP00086r015_3,8.35,0.4528,0.904,0.22,0.424,93,0.28546
DP00251r001_1,10.02,0.3405,0.244,0.263,0.163,432,0.28547
DP02488r001_4,14.49,0.1142,0.905,0.549,0.407,233,0.28556
DP00017r001_2,24.63,0.3088,0.339,0.236,0.201,316,0.28584
DP01600r001_1,18.7,0.1914,0.263,0.119,0.342,31,0.28587
DP02772r028_2,14.28,0.2823,0.344,0.36,0.249,223,0.28623
DP00076r002_4,6.83,0.452,0.963,0.275,0.514,48,0.28627
DP02488r001_1,14.52,0.1152,0.918,0.556,0.408,233,0.28659
DP00076r002_5,6.87,0.4674,0.959,0.258,0.588,48,0.28715
DP02488r001_3,14.5,0.1154,0.914,0.559,0.388,233,0.28715
DP00588r001_2,2.91,0.4472,0,0.25,0.363,82,0.2887
DP00588r001_4,2.94,0.4469,0,0.283,0.33,82,0.28933
DP00076r002_3,6.86,0.4612,0.945,0.266,0.535,48,0.28943
DP01293r001_4,3.15,0.4369,0,0.389,0.311,120,0.28998
DP00017r001_3,26.27,0.3507,0.359,0.236,0.206,316,0.29006
DP00992r001_3,9.86,0.2717,0.598,0.257,0.658,35,0.29059
DP00076r002_2,6.8,0.4676,0.965,0.284,0.538,48,0.2907
DP02502r001_3,14.71,0.1696,0.94,0.582,0.534,238,0.29293
DP01171r001_5,15.89,0.281,0.601,0.332,0.385,68,0.29377
DP02502r001_5,14.65,0.1694,0.933,0.586,0.497,238,0.29385
DP00088r001_5,12.42,0.329,0.823,0.314,0.406,111,0.29421
DP00088r001_2,12.45,0.3358,0.837,0.312,0.406,111,0.29441
DP00343r001_2,7.18,0.5977,0.771,0.274,0.465,71,0.29442
DP02033r008_1,32.72,0.3242,0.129,0.366,0.16,956,0.29459
DP02502r001_4,14.75,0.1696,0.925,0.585,0.51,238,0.29466
DP00343r001_5,7.42,0.6015,0.797,0.276,0.458,71,0.29473
DP00088r001_1,11.85,0.3302,0.744,0.311,0.489,111,0.29484
DP00088r001_4,12.41,0.3351,0.816,0.317,0.414,111,0.2949
DP00017r001_1,25.14,0.3308,0.432,0.242,0.224,316,0.29502
DP00343r001_3,7.89,0.6044,0.813,0.261,0.469,71,0.2951
DP02502r001_2,14.71,0.1698,0.922,0.592,0.543,238,0.29515
DP00088r001_3,12.16,0.3328,0.855,0.315,0.435,111,0.29537
DP02334r001_5,13.26,0.4496,0.666,0.16,0.457,53,0.29573
DP02334r001_2,13.25,0.4306,0.807,0.163,0.432,53,0.29588
DP02502r001_1,14.68,0.1702,0.931,0.594,0.494,238,0.29595
DP00893r013_2,11.37,0.1958,0.943,0.406,0.306,331,0.29604
DP02334r001_1,13.26,0.4489,0.792,0.168,0.45,53,0.29606
DP00343r001_1,7.9,0.5975,0.84,0.272,0.456,71,0.29643
DP00343r001_4,7.99,0.5973,0.853,0.281,0.429,71,0.29681
DP00893r013_3,11.34,0.1991,0.954,0.415,0.302,331,0.29688
DP00893r013_1,11.33,0.1975,0.934,0.42,0.296,331,0.29714
DP00955r001_1,4.42,0.3342,0.412,0.195,0.237,242,0.29774
DP00084r006_3,0.31,0.3717,0.793,0.321,0.494,58,0.29833
DP00084r006_1,0.3,0.3705,0.833,0.285,0.46,58,0.2985
DP00084r006_2,0.3,0.3685,0.769,0.229,0.428,58,0.29853
DP00893r013_5,11.41,0.1958,0.939,0.411,0.314,331,0.2986
DP00893r013_4,11.34,0.1966,0.942,0.427,0.305,331,0.29862
DP00992r001_4,10.64,0.2968,0.567,0.264,0.67,35,0.29883
DP01108r001_5,6.97,0.565,0.563,0.197,0.317,149,0.29904
DP02504r003_2,17.96,0.3747,0.383,0.328,0.359,256,0.30062
DP02334r001_4,13.04,0.4568,0.759,0.168,0.493,53,0.30087
DP02334r001_3,12.92,0.4612,0.769,0.162,0.52,53,0.30186
DP00992r001_2,7.39,0.2811,0.488,0.237,0.526,35,0.3021
DP00999r001_4,11.6,0.2837,0.319,0.325,0.288,142,0.303
DP01461r001_3,3.38,0.6043,0,0.344,0.215,114,0.30303
DP01474r005_4,13.64,0.18,0.283,0.321,0.295,71,0.30326
DP00296r001_5,4.99,0.4404,0.904,0.33,0.434,38,0.30529
DP00296r001_2,5.09,0.4355,0.878,0.272,0.443,38,0.3065
DP00296r001_1,5.28,0.4249,0.928,0.247,0.433,38,0.30742
DP01474r005_3,17.87,0.1693,0.312,0.295,0.284,71,0.3075
DP00296r001_3,5.12,0.4315,0.942,0.264,0.458,38,0.30757
DP02033r008_2,23.03,0.306,0.116,0.321,0.119,956,0.30827
DP01920r001_5,13.92,0.2615,0.487,0.357,0.382,77,0.30862
DP01825r001_3,6.05,0.2155,0.317,0.174,0.516,48,0.30872
DP01068r001_5,15.01,0.1437,0.712,0.394,0.306,119,0.30935
DP00296r001_4,5.24,0.4351,0.942,0.254,0.478,38,0.31026
DP01474r005_2,10.08,0.2067,0.271,0.303,0.283,71,0.31064
DP01474r005_5,11.9,0.1863,0.314,0.274,0.276,71,0.31065
DP00992r001_1,11.13,0.2808,0.57,0.253,0.695,35,0.31111
DP01825r001_2,10.12,0.2251,0.265,0.154,0.456,48,0.31231
DP01108r001_1,5.41,0.5629,0.585,0.23,0.316,149,0.31514
DP01920r001_1,16.13,0.253,0.604,0.337,0.41,77,0.31585
DP01859r001_4,65.99,0.2186,0.395,0.421,0.373,358,0.31706
DP00588r001_5,2.96,0.4398,0,0.342,0.35,82,0.32031
DP00488r001_1,6.23,0.4737,0.401,0.252,0.512,51,0.32047
DP01920r001_4,15.52,0.2673,0.615,0.348,0.386,77,0.32086
DP02523r003_1,18.01,0.1654,0.359,0.368,0.262,485,0.32124
DP02523r003_4,18.68,0.163,0.365,0.369,0.227,485,0.32185
DP01155r001_1,9.87,0.2752,0.741,0.266,0.534,60,0.32198
DP01155r001_5,9.91,0.2836,0.71,0.25,0.441,60,0.32249
DP01155r001_4,9.96,0.3115,0.706,0.252,0.54,60,0.3226
DP02497r001_2,2.21,0.2477,0,0.373,0.331,226,0.32267
DP00997r004_2,8.36,0.4777,0.935,0.488,0.568,49,0.32308
DP00037r002_1,11.29,0.5692,0.665,0.308,0.526,54,0.32315
DP01155r001_2,10,0.2674,0.747,0.278,0.544,60,0.32363
DP00787r001_5,16.39,0.1612,0.961,0.593,0.457,124,0.32369
DP02523r003_3,17.95,0.157,0.418,0.355,0.196,485,0.32413
DP00787r001_2,16.32,0.1613,0.961,0.621,0.484,124,0.32415
DP01155r001_3,8.7,0.2693,0.634,0.242,0.512,60,0.32419
DP00787r001_3,16.33,0.162,0.957,0.613,0.469,124,0.32443
DP00037r002_2,11.17,0.5191,0.658,0.294,0.51,54,0.32469
DP01920r001_3,15.3,0.2536,0.6,0.392,0.425,77,0.32477
DP02523r003_2,20.08,0.1638,0.397,0.376,0.257,485,0.32519
DP00997r004_1,8.44,0.4681,0.898,0.536,0.55,49,0.32524
DP00997r004_4,8.41,0.4716,0.938,0.516,0.556,49,0.32559
DP01859r001_5,66.23,0.2244,0.385,0.4,0.366,358,0.32577
DP00787r001_1,16.34,0.1611,0.957,0.603,0.463,124,0.32586
DP00787r001_4,16.35,0.1616,0.955,0.614,0.453,124,0.32678
DP02523r003_5,18.08,0.1599,0.451,0.375,0.235,485,0.3276
DP02497r001_1,2.21,0.2487,0,0.391,0.36,226,0.32882
DP01293r001_3,2.22,0.5316,0,0.372,0.31,120,0.32955
DP02033r008_3,31.27,0.366,0.13,0.396,0.185,956,0.3297
DP00262r006_4,7.43,0.5648,0.5,0.309,0.467,51,0.33089
DP00037r002_3,10.23,0.574,0.736,0.325,0.51,54,0.33192
DP00488r001_3,6.37,0.5084,0.635,0.172,0.494,51,0.33207
DP00463r004_5,14.57,0.1896,0.8,0.511,0.446,82,0.33223
DP00488r001_4,6.41,0.5049,0.656,0.179,0.505,51,0.33334
DP00997r004_5,8.39,0.4779,0.95,0.504,0.526,49,0.33335
DP00997r004_3,8.37,0.481,0.946,0.5,0.542,49,0.33424
DP00037r002_5,9.88,0.577,0.692,0.327,0.53,54,0.33458
DP00463r004_4,15.02,0.1968,0.688,0.517,0.488,82,0.33608
DP00186r001_2,23.31,0.2087,0.988,0.436,0.766,143,0.33623
DP01920r001_2,15.04,0.2716,0.603,0.391,0.414,77,0.33661
DP00488r001_2,7.32,0.499,0.571,0.213,0.515,51,0.33719
DP00037r002_4,10.62,0.61,0.739,0.32,0.54,54,0.33728
DP02772r028_4,12.43,0.2894,0.291,0.401,0.249,223,0.33747
DP00048r020_1,4.05,0.4972,0.478,0.274,0.453,39,0.33772
DP00463r004_2,14.43,0.1876,0.818,0.492,0.458,82,0.33818
DP00186r001_1,23.29,0.2071,0.985,0.485,0.666,143,0.33902
DP01262r001_2,23.59,0.1655,0.37,0.318,0.302,216,0.33974
DP00186r001_5,23.25,0.2062,0.987,0.423,0.489,143,0.34017
DP00186r001_3,23.23,0.2114,0.99,0.441,0.632,143,0.34041
DP00186r001_4,23.26,0.211,0.992,0.463,0.744,143,0.34041
DP01859r001_2,65,0.1929,0.372,0.305,0.214,358,0.34083
DP02162r001_1,13.87,0.1954,0.687,0.428,0.388,141,0.34183
DP00033r001_4,4.44,0.2103,0.562,0.316,0.167,351,0.34187
DP00463r004_1,14.58,0.1961,0.817,0.494,0.472,82,0.34188
DP00048r020_3,5.04,0.4567,0.429,0.236,0.41,39,0.34229
DP02162r001_3,13.16,0.1953,0.786,0.473,0.436,141,0.34229
DP00094r001_5,3.93,0.5122,0,0.14,0.53,71,0.34236
DP01262r001_4,24.01,0.1636,0.358,0.336,0.294,216,0.34287
DP00463r004_3,13.97,0.192,0.765,0.523,0.51,82,0.34339
DP02162r001_5,13.18,0.1946,0.76,0.454,0.412,141,0.34345
DP01474r005_1,10.29,0.2103,0.303,0.307,0.306,71,0.34383
DP02162r001_2,13.04,0.194,0.789,0.483,0.404,141,0.34534
DP02162r001_4,12.78,0.1942,0.768,0.458,0.399,141,0.34551
DP01262r001_5,24.96,0.1642,0.369,0.324,0.301,216,0.3458
DP01556r004_3,13.16,0.3886,0.942,0.45,0.19,243,0.34759
DP02497r001_5,2.29,0.2549,0,0.399,0.338,226,0.34778
DP00968r001_5,2.61,0.5267,0.846,0.328,0.467,98,0.34862
DP00968r001_2,2.77,0.4792,0.885,0.321,0.444,98,0.34926
DP01556r004_2,13.22,0.4039,0.947,0.417,0.2,243,0.3494
DP00968r001_1,3,0.5006,0.912,0.323,0.548,98,0.34943
DP01108r001_3,5.69,0.5811,0.631,0.226,0.312,149,0.34945
DP00968r001_3,3.03,0.4971,0.908,0.301,0.524,98,0.34952
DP00576r004_4,9.79,0.4347,0.443,0.356,0.344,188,0.34985
DP00968r001_4,3.23,0.5055,0.854,0.34,0.608,98,0.35045
DP00026r001_2,8.37,0.3234,0.863,0.26,0.569,40,0.35067
DP01556r004_4,13,0.3971,0.948,0.429,0.204,243,0.35117
DP00262r006_1,7.46,0.5685,0.451,0.287,0.459,51,0.35128
DP00027r002_3,10.2,0.5537,0.928,0.493,0.568,57,0.35176
DP00262r006_2,8.86,0.5953,0.511,0.271,0.447,51,0.35204
DP01556r004_1,13.01,0.4066,0.941,0.42,0.205,243,0.35207
DP01556r004_5,13.24,0.4025,0.949,0.442,0.2,243,0.35208
DP01461r001_4,3.46,0.6001,0,0.376,0.209,114,0.35286
DP00262r006_3,8.62,0.6149,0.493,0.35,0.44,51,0.3535
DP01963r002_5,5,0.3672,0.68,0.13,0.628,41,0.35382
DP01859r001_1,64.69,0.1926,0.304,0.299,0.204,358,0.35384
DP00026r001_3,8.46,0.3331,0.85,0.251,0.713,40,0.35406
DP00472r001_2,12.69,0.2434,0.622,0.403,0.237,324,0.35442
DP01262r001_1,22.39,0.162,0.393,0.35,0.283,216,0.35473
DP00262r006_5,7.95,0.5742,0.51,0.29,0.463,51,0.35486
DP00027r002_1,10.38,0.5627,0.923,0.451,0.602,57,0.35523
DP01859r001_3,65.51,0.2269,0.429,0.419,0.388,358,0.35535
DP01027r001_5,3.82,0.6352,0.872,0.131,0.862,32,0.35568
DP01461r001_5,3.48,0.6066,0,0.398,0.232,114,0.35569
DP01996r002_4,3.73,0.4057,0.952,0.392,0.613,30,0.35612
DP00488r001_5,4.57,0.5144,0.537,0.18,0.564,51,0.35672
DP01108r001_4,5.16,0.583,0.609,0.249,0.329,149,0.35697
DP02772r028_3,13.32,0.2962,0.365,0.34,0.249,223,0.35773
DP01262r001_3,19.62,0.1622,0.382,0.329,0.282,216,0.35801
DP00472r001_4,12.85,0.2459,0.616,0.403,0.26,324,0.35973
DP01963r002_4,6.82,0.3749,0.607,0.118,0.727,41,0.3598
DP00815r001_5,13.61,0.6072,0.434,0.326,0.231,206,0.35989
DP01963r002_1,7.21,0.3631,0.579,0.14,0.493,41,0.36037
DP01825r001_1,7.85,0.2237,0.281,0.176,0.369,48,0.36185
DP01963r002_3,6.11,0.3871,0.669,0.136,0.646,41,0.36199
DP01963r002_2,6,0.3861,0.633,0.13,0.678,41,0.36323
DP00094r001_3,3.87,0.5531,0,0.145,0.552,71,0.36491
DP00027r002_4,10.1,0.5572,0.909,0.419,0.562,57,0.36582
DP00026r001_5,8.19,0.3529,0.919,0.257,0.662,40,0.36772
DP00026r001_1,8.21,0.3528,0.918,0.256,0.651,40,0.36782
DP00026r001_4,8.19,0.3533,0.918,0.255,0.686,40,0.3683
DP01616r001_3,23.8,0.63,0.686,0.303,0.263,113,0.36869
DP00027r002_5,10.11,0.5612,0.922,0.419,0.581,57,0.37055
DP01616r001_2,24.76,0.6265,0.724,0.329,0.284,113,0.37112
DP00094r001_2,3.84,0.4967,0,0.15,0.552,71,0.37137
DP00776r001_2,2.22,0.6776,0.927,0.373,0.645,33,0.37156
DP01293r001_2,3.44,0.4343,0,0.36,0.295,120,0.37202
DP00472r001_5,14.94,0.2444,0.526,0.398,0.268,324,0.37322
DP01616r001_1,25.38,0.6019,0.707,0.303,0.271,113,0.3735
DP01616r001_4,24.47,0.5994,0.678,0.323,0.276,113,0.37382
DP01996r002_5,3.71,0.4082,0.974,0.416,0.652,30,0.37399
DP00468r001_3,9.49,0.5064,0,0.194,0.432,66,0.37425
DP00468r001_1,9.47,0.5134,0,0.208,0.475,66,0.37432
DP01616r001_5,24.98,0.6323,0.733,0.303,0.269,113,0.37433
DP00468r001_4,9.49,0.5088,0,0.226,0.482,66,0.37461
DP00052r001_5,14.51,0.4156,0.494,0.479,0.334,285,0.37489
DP00468r001_2,9.49,0.5491,0,0.205,0.44,66,0.37502
DP00472r001_1,12.71,0.2417,0.63,0.396,0.288,324,0.37527
DP00468r001_5,9.49,0.5275,0,0.183,0.469,66,0.37551
DP00472r001_3,13.67,0.2417,0.498,0.385,0.257,324,0.37579
DP01996r002_3,3.72,0.4135,0.981,0.385,0.681,30,0.37582
DP01996r002_2,3.74,0.4108,0.972,0.388,0.681,30,0.37593
DP01996r002_1,3.72,0.4097,0.98,0.387,0.677,30,0.37623
DP01461r001_1,3.36,0.574,0,0.364,0.233,114,0.37734
DP01141r001_4,5.94,0.564,0.714,0.165,0.85,29,0.37865
DP00048r020_5,6.07,0.4984,0.441,0.349,0.428,39,0.37877
DP01141r001_3,7.22,0.5695,0.834,0.168,0.892,29,0.37881
DP00840r004_1,7.69,0.3897,0.964,0.369,0.544,35,0.3791
DP01141r001_2,7.07,0.5779,0.838,0.161,0.897,29,0.37925
DP00027r002_2,10.49,0.525,0.86,0.387,0.443,57,0.37941
DP00840r004_5,7.55,0.3973,0.964,0.386,0.55,35,0.37958
DP00840r004_4,7.69,0.3956,0.969,0.414,0.531,35,0.38009
DP00840r004_3,7.7,0.3884,0.966,0.359,0.54,35,0.38016
DP01141r001_5,6.46,0.5722,0.649,0.171,0.615,29,0.38043
DP00048r020_4,4.65,0.5142,0.542,0.275,0.45,39,0.38068
DP00576r004_1,8.5,0.4814,0.491,0.362,0.315,188,0.38098
DP00840r004_2,7.53,0.3755,0.955,0.344,0.514,35,0.38103
DP01461r001_2,3.5,0.596,0,0.425,0.226,114,0.38258
DP01027r001_2,3.79,0.6437,0.891,0.127,0.809,32,0.38447
DP01027r001_3,3.79,0.6436,0.891,0.127,0.804,32,0.38455
DP00123r001_4,7.33,0.3381,0.868,0.393,0.823,61,0.38563
DP00776r001_3,2.11,0.6745,0.933,0.373,0.656,33,0.38585
DP00123r001_5,7.18,0.3363,0.788,0.378,0.849,61,0.38606
DP00123r001_2,7.4,0.3322,0.85,0.4,0.77,61,0.38627
DP00776r001_5,2.1,0.675,0.929,0.364,0.658,33,0.38664
DP00776r001_4,2.11,0.6734,0.93,0.367,0.654,33,0.38665
DP01285r001_2,9.94,0.2677,0.919,0.593,0.494,122,0.38684
DP01285r001_1,9.74,0.2672,0.927,0.616,0.566,122,0.38685
DP00052r001_1,14.15,0.4122,0.506,0.449,0.297,285,0.38725
DP00776r001_1,2.09,0.6811,0.9,0.378,0.641,33,0.3874
DP02055r001_1,3.09,0.647,0.92,0.41,0.548,44,0.3877
DP01285r001_3,9.71,0.2655,0.927,0.617,0.58,122,0.38772
DP01285r001_5,9.68,0.2666,0.921,0.612,0.531,122,0.38802
DP00201r001_5,20.82,0.6446,0.951,0.453,0.488,76,0.38843
DP01285r001_4,9.62,0.2641,0.92,0.611,0.565,122,0.38847
DP01064r003_4,6.9,0.5308,0.961,0.447,0.88,31,0.38935
DP02055r001_3,3.15,0.6695,0.906,0.42,0.546,44,0.38938
DP02055r001_2,3.04,0.6522,0.836,0.417,0.564,44,0.38975
DP00123r001_1,7.38,0.3472,0.892,0.356,0.848,61,0.39017
DP00201r001_1,21.01,0.631,0.96,0.419,0.524,76,0.39049
DP00123r001_3,7.37,0.3447,0.894,0.351,0.868,61,0.39058
DP00201r001_2,20.97,0.6408,0.965,0.45,0.508,76,0.39136
DP02055r001_4,3.05,0.659,0.901,0.407,0.56,44,0.39143
DP00018r011_1,17.37,0.5729,0.435,0.366,0.271,198,0.39159
DP00576r004_5,9.53,0.4904,0.525,0.36,0.366,188,0.39176
DP02055r001_5,3.36,0.6629,0.892,0.448,0.544,44,0.3923
DP00815r001_4,13.25,0.7303,0.544,0.342,0.282,206,0.39267
DP01027r001_4,3.78,0.6441,0.885,0.133,0.684,32,0.3931
DP01427r001_4,12.92,0.644,0.841,0.423,0.266,102,0.39537
DP01184r001_2,4.37,0.711,0.955,0.34,0.492,60,0.39542
DP01064r003_1,7.19,0.5317,0.98,0.443,0.906,31,0.39547
DP02340r007_3,10.29,0.1072,0.804,0.548,0.484,106,0.39548
DP00201r001_3,20.96,0.6513,0.951,0.406,0.542,76,0.39582
DP01184r001_5,4.48,0.7152,0.933,0.273,0.452,60,0.39607
DP00201r001_4,20.77,0.6348,0.923,0.446,0.519,76,0.39608
DP02772r028_1,10.21,0.3373,0.278,0.392,0.255,223,0.39679
DP02340r007_1,10.5,0.1069,0.834,0.542,0.462,106,0.39724
DP00018r011_5,16.83,0.5394,0.406,0.264,0.214,198,0.39749
DP01064r003_2,7.02,0.5207,0.969,0.424,0.748,31,0.39781
DP00116r001_2,5.31,0.494,0.659,0.24,0.55,49,0.3985
DP00576r004_3,10.18,0.4648,0.474,0.332,0.303,188,0.39855
DP00052r001_3,14.55,0.4193,0.463,0.456,0.292,285,0.39871
DP00576r004_2,8.59,0.504,0.543,0.38,0.359,188,0.3992
DP01184r001_4,4.2,0.7084,0.945,0.342,0.444,60,0.39977
DP00815r001_1,13.41,0.7171,0.564,0.363,0.276,206,0.40015
DP00683r003_4,14.8,0.284,0.479,0.324,0.332,184,0.4006
DP00683r003_1,14.51,0.2878,0.485,0.303,0.366,184,0.40082
DP01064r003_3,7.34,0.5332,0.975,0.445,0.906,31,0.40109
DP00683r003_2,16.36,0.2853,0.455,0.309,0.381,184,0.40181
DP00815r001_2,13.36,0.7173,0.593,0.39,0.28,206,0.40187
DP00048r020_2,4.39,0.5273,0.546,0.231,0.439,39,0.40253
DP00815r001_3,12.07,0.7185,0.508,0.377,0.292,206,0.40277
DP00116r001_1,5.47,0.4995,0.658,0.247,0.513,49,0.40284
DP01184r001_1,4.01,0.7019,0.942,0.336,0.478,60,0.40287
DP01805r005_3,4.22,0.7816,0.791,0.354,0.335,179,0.40291
DP02340r007_4,10.63,0.1073,0.851,0.551,0.492,106,0.40305
DP00033r001_5,4.32,0.2143,0.534,0.34,0.204,351,0.40442
DP01805r005_5,4.88,0.7795,0.735,0.348,0.311,179,0.40536
DP00823r001_4,3.96,0.616,0.821,0.355,0.622,36,0.40548
DP00683r003_5,13.67,0.2858,0.42,0.297,0.374,184,0.40613
DP02003r001_1,5.22,0.6716,0.898,0.186,0.515,60,0.40627
DP00748r009_5,5.05,0.1664,0.981,0.623,0.684,56,0.4063
DP00823r001_3,4.15,0.6223,0.831,0.34,0.612,36,0.40636
DP00748r009_3,5.04,0.167,0.981,0.63,0.696,56,0.40657
DP01139r013_5,5.1,0.6662,0.936,0.282,0.708,32,0.4068
DP01805r005_2,3.75,0.7465,0.756,0.366,0.314,179,0.40694
DP02496r001_3,17.94,0.2386,0.823,0.576,0.531,220,0.40699
DP00033r001_3,4.63,0.2065,0.574,0.321,0.216,351,0.40709
DP02493r003_2,11.85,0.712,0.966,0.197,0.549,30,0.40715
DP00823r001_5,4.04,0.6191,0.838,0.401,0.612,36,0.40716
DP00748r009_4,5.05,0.1668,0.969,0.629,0.714,56,0.40741
DP00966r001_3,2.74,0.5229,0.776,0.15,0.818,23,0.40767
DP00966r001_5,2.74,0.5199,0.761,0.15,0.837,23,0.40777
DP00966r001_1,2.74,0.523,0.775,0.154,0.822,23,0.4085
DP00041r001_5,19.89,0.4666,0.473,0.543,0.491,204,0.40861
DP00041r001_3,21.5,0.469,0.489,0.534,0.504,204,0.40872
DP02003r001_3,4.66,0.669,0.911,0.192,0.529,60,0.40882
DP00041r001_2,21.43,0.4651,0.475,0.523,0.472,204,0.40889
DP00748r009_2,5.03,0.1673,0.98,0.625,0.706,56,0.40896
DP01064r003_5,7.29,0.5298,0.976,0.445,0.892,31,0.409
DP02493r003_4,11.91,0.6776,0.963,0.198,0.515,30,0.40912
DP00015r006_5,3.85,0.6121,0.882,0.236,0.598,76,0.40948
DP00966r001_2,3.26,0.5152,0.649,0.192,0.824,23,0.41012
DP00748r009_1,5.07,0.1667,0.974,0.632,0.7,56,0.41025
DP00041r001_4,21,0.467,0.492,0.536,0.481,204,0.41048
DP01805r005_4,4.04,0.7455,0.809,0.375,0.351,179,0.41053
DP01805r005_1,4,0.7715,0.793,0.394,0.368,179,0.41063
DP02003r001_5,4.65,0.6552,0.911,0.207,0.505,60,0.41111
DP00052r001_2,13.12,0.4226,0.496,0.477,0.3,285,0.41113
DP02340r007_5,10.46,0.1099,0.844,0.537,0.495,106,0.41113
DP00015r006_1,4.01,0.6012,0.875,0.252,0.49,76,0.4115
DP00683r003_3,15.14,0.2876,0.413,0.312,0.353,184,0.41158
DP00823r001_2,3.53,0.6155,0.824,0.348,0.652,36,0.41174
DP00966r001_4,3.08,0.5111,0.664,0.174,0.818,23,0.4119
DP02496r001_2,16.74,0.2407,0.81,0.573,0.552,220,0.41239
DP00041r001_1,16.87,0.4688,0.483,0.539,0.491,204,0.41244
DP01825r001_4,5.85,0.2618,0.319,0.162,0.515,48,0.41288
DP02496r001_1,14.7,0.2397,0.809,0.577,0.522,220,0.41309
DP01184r001_3,4.06,0.7161,0.923,0.344,0.446,60,0.41342
DP02340r007_2,10.45,0.1103,0.855,0.538,0.492,106,0.41377
DP01438r001_1,6.77,0.5284,0.84,0.331,0.328,67,0.41534
DP00823r001_1,3.16,0.6125,0.83,0.34,0.61,36,0.41537
DP01280r001_1,3.28,0.5973,0,0.108,0.398,40,0.41542
DP01139r013_3,5.28,0.6795,0.958,0.315,0.724,32,0.41701
DP02521r009_5,6.67,0.6277,0.969,0.366,0.497,86,0.41743
DP00765r002_3,1.41,0.6761,0.658,0.229,0.424,41,0.41788
DP02496r001_5,16.07,0.2381,0.819,0.574,0.524,220,0.41857
DP01139r013_2,5.26,0.6806,0.953,0.302,0.647,32,0.41887
DP02521r009_1,6.61,0.6337,0.956,0.374,0.5,86,0.41892
DP02496r001_4,17.89,0.2384,0.811,0.578,0.51,220,0.41942
DP00033r001_2,4.06,0.2099,0.613,0.316,0.193,351,0.41943
