modelID tmalign RMSD lddt pcons proq4 dan seqlength
DP00765r002_5 0.43575 1.31 0.6802 0.601 0.249 0.517 41
DP00771r001_1 0.23604 13.58 0.2076 0.531 0.35200000000000004 0.39799999999999996 71
DP00771r001_2 0.23292 13.57 0.2012 0.508 0.373 0.39899999999999997 71
DP00771r001_3 0.17527 13.71 0.2105 0.394 0.392 0.364 71
DP00771r001_4 0.23406 13.52 0.2057 0.475 0.405 0.381 71
DP00771r001_5 0.17296 13.43 0.2085 0.302 0.45799999999999996 0.40299999999999997 71
DP00775r007_1 0.09605 3.84 0.6271 0.413 0.442 0.512 218
DP00775r007_2 0.12139000000000001 0.79 0.8008 0.65 0.455 0.628 218
DP00775r007_3 0.11872 1.49 0.769 0.636 0.433 0.5870000000000001 218
DP00775r007_4 0.10311 2.96 0.6405 0.628 0.47 0.5379999999999999 218
DP00775r007_5 0.1213 0.81 0.7843 0.6609999999999999 0.47700000000000004 0.727 218
DP00776r001_1 0.3874 2.09 0.6811 0.9 0.37799999999999995 0.6409999999999999 33
DP00776r001_2 0.37156 2.22 0.6776 0.927 0.373 0.645 33
DP00776r001_3 0.38585 2.11 0.6745 0.933 0.373 0.6559999999999999 33
DP00776r001_4 0.38665 2.11 0.6734 0.93 0.36700000000000005 0.654 33
DP00776r001_5 0.38664 2.1 0.675 0.929 0.364 0.6579999999999999 33
DP00787r001_1 0.32586 16.34 0.1611 0.957 0.603 0.46299999999999997 124
DP00787r001_2 0.32415 16.32 0.1613 0.961 0.621 0.484 124
DP00787r001_3 0.32443 16.33 0.162 0.957 0.613 0.469 124
DP00787r001_4 0.32678 16.35 0.1616 0.955 0.614 0.45299999999999996 124
DP00787r001_5 0.32369000000000003 16.39 0.1612 0.961 0.593 0.457 124
DP00791r003_1 0.18223 6.36 0.266 0.471 0.129 0.457 26
DP00791r003_2 0.1406 7.48 0.2521 0.418 0.11900000000000001 0.546 26
DP00791r003_3 0.11042 7.8 0.24100000000000002 0.446 0.16 0.502 26
DP00791r003_4 0.17135999999999998 6.28 0.2624 0.488 0.139 0.5920000000000001 26
DP00791r003_5 0.12797999999999998 7.74 0.2518 0.438 0.179 0.474 26
DP00797r001_1 0.16305 16.07 0.1603 0.45 0.251 0.44799999999999995 77
DP00797r001_2 0.16471 14.17 0.1715 0.482 0.207 0.462 77
DP00797r001_3 0.15741 13.46 0.1624 0.448 0.228 0.41200000000000003 77
DP00797r001_4 0.17318 15.18 0.1623 0.396 0.204 0.373 77
DP00797r001_5 0.17104 14.62 0.168 0.4920000000000001 0.24 0.424 77
DP00803r001_1 0.14328 19.52 0.226 0.637 0.3 0.391 58
DP00803r001_2 0.12597 19.85 0.2054 0.65 0.28 0.344 58
DP00803r001_3 0.12464000000000001 17.29 0.2089 0.494 0.273 0.36700000000000005 58
DP00803r001_4 0.12743 18.64 0.2348 0.657 0.273 0.419 58
DP00803r001_5 0.12915 19.46 0.2106 0.644 0.272 0.418 58
DP00806r001_1 0.20046 13.13 0.1873 0.989 0.51 0.59 73
DP00806r001_2 0.20052999999999999 13.09 0.1866 0.987 0.498 0.574 73
DP00806r001_3 0.19987 13.15 0.1874 0.988 0.501 0.5579999999999999 73
DP00806r001_4 0.19994 13.1 0.1865 0.989 0.498 0.564 73
DP00806r001_5 0.20054 13.13 0.1874 0.989 0.498 0.5760000000000001 73
DP00808r001_1 0.15887 9.71 0.3971 0.5670000000000001 0.231 0.488 51
DP00808r001_2 0.15065 8.69 0.4177 0.418 0.23199999999999998 0.452 51
DP00808r001_3 0.13444 9.88 0.3867 0.564 0.263 0.493 51
DP00808r001_4 0.15139 9.55 0.3995 0.375 0.24600000000000002 0.467 51
DP00808r001_5 0.17851 9.36 0.4058 0.55 0.23 0.461 51
DP00808r004_1 0.13618 6.89 0.2907 0.547 0.23399999999999999 0.317 93
DP00808r004_2 0.16105 6.75 0.2859 0.5329999999999999 0.20199999999999999 0.305 93
DP00808r004_3 0.13635 5.7 0.2921 0.502 0.19699999999999998 0.371 93
DP00808r004_4 0.11166 6.95 0.276 0.541 0.183 0.306 93
DP00808r004_5 0.12464000000000001 6.26 0.2791 0.321 0.183 0.322 93
DP00812r001_1 0.60598 7.08 0.3745 0.995 0.684 0.782 63
DP00812r001_2 0.60736 7.12 0.375 0.99 0.684 0.774 63
DP00812r001_3 0.60734 7.07 0.375 0.995 0.6859999999999999 0.78 63
DP00812r001_4 0.60728 7.09 0.3733 0.995 0.6829999999999999 0.779 63
DP00812r001_5 0.60898 7.09 0.3731 0.989 0.6809999999999999 0.745 63
DP00815r001_1 0.40015 13.41 0.7171 0.564 0.363 0.276 206
DP00815r001_2 0.40187 13.36 0.7173 0.593 0.39 0.28 206
DP00815r001_3 0.40276999999999996 12.07 0.7185 0.508 0.377 0.292 206
DP00815r001_4 0.39266999999999996 13.25 0.7303 0.544 0.342 0.282 206
DP00815r001_5 0.35989 13.61 0.6072 0.434 0.326 0.231 206
DP00823r001_1 0.41536999999999996 3.16 0.6125 0.83 0.34 0.61 36
DP00823r001_2 0.41173999999999994 3.53 0.6155 0.8240000000000001 0.348 0.652 36
DP00823r001_3 0.40636 4.15 0.6223 0.831 0.34 0.612 36
DP00823r001_4 0.40548 3.96 0.616 0.821 0.355 0.622 36
DP00823r001_5 0.40715999999999997 4.04 0.6191 0.838 0.401 0.612 36
DP00840r004_1 0.3791 7.69 0.3897 0.964 0.369 0.544 35
DP00840r004_2 0.38103000000000004 7.53 0.3755 0.955 0.344 0.514 35
DP00840r004_3 0.38016 7.7 0.3884 0.966 0.359 0.54 35
DP00840r004_4 0.38009 7.69 0.3956 0.969 0.414 0.531 35
DP00840r004_5 0.37958000000000003 7.55 0.3973 0.964 0.386 0.55 35
DP00850r001_1 0.6539 4.47 0.16 0.887 0.5760000000000001 0.5489999999999999 116
DP00850r001_2 0.65883 3.9 0.1596 0.888 0.5660000000000001 0.502 116
DP00850r001_3 0.65768 4.02 0.1576 0.888 0.57 0.479 116
DP00850r001_4 0.6584800000000001 4.07 0.1587 0.884 0.5670000000000001 0.524 116
DP00850r001_5 0.65286 4.53 0.1609 0.879 0.569 0.55 116
DP00851r001_1 0.26221 16.51 0.3798 0.528 0.153 0.613 80
DP00851r001_2 0.19802999999999998 15.47 0.3525 0.552 0.16699999999999998 0.528 80
DP00851r001_3 0.26259 16.5 0.3803 0.539 0.158 0.608 80
DP00851r001_4 0.19856 15.67 0.3576 0.5529999999999999 0.162 0.516 80
DP00851r001_5 0.19809000000000002 16.34 0.3482 0.431 0.175 0.483 80
DP00862r001_1 0.21975999999999998 12.39 0.1896 0.453 0.305 0.377 71
DP00862r001_2 0.22632 12.76 0.1884 0.433 0.387 0.379 71
DP00862r001_3 0.24516999999999997 12.22 0.1852 0.382 0.354 0.37200000000000005 71
DP00862r001_4 0.21405 12.9 0.1805 0.32 0.39 0.409 71
DP00862r001_5 0.23117 12.44 0.1834 0.365 0.414 0.361 71
DP00863r001_1 0.81845 1.72 0.364 0.961 0.629 0.652 72
DP00863r001_2 0.82596 1.6 0.3572 0.964 0.633 0.648 72
DP00863r001_3 0.81752 1.66 0.3617 0.961 0.6459999999999999 0.67 72
DP00863r001_4 0.81201 1.77 0.3529 0.95 0.634 0.67 72
DP00863r001_5 0.81976 1.67 0.35600000000000004 0.966 0.617 0.66 72
DP00869r001_1 0.27421 15.21 0.1933 0.496 0.26 0.363 87
DP00869r001_2 0.2827 15.46 0.1984 0.531 0.253 0.39799999999999996 87
DP00869r001_3 0.261 14.61 0.1922 0.4320000000000001 0.235 0.332 87
DP00869r001_4 0.27219 14.5 0.1964 0.481 0.22899999999999998 0.364 87
DP00869r001_5 0.28094 15.26 0.1964 0.518 0.253 0.4 87
DP00870r001_1 0.50193 10.09 0.182 0.831 0.588 0.5479999999999999 203
DP00870r001_2 0.52027 9.43 0.1806 0.85 0.583 0.518 203
DP00870r001_3 0.50443 10.57 0.1794 0.868 0.585 0.5579999999999999 203
DP00870r001_4 0.50098 9.96 0.18100000000000002 0.862 0.5720000000000001 0.552 203
DP00870r001_5 0.49753000000000003 9.89 0.1815 0.8340000000000001 0.578 0.5579999999999999 203
DP00871r001_1 0.46001000000000003 4.47 0.5088 0.957 0.42100000000000004 0.499 121
DP00871r001_2 0.45671999999999996 4.49 0.5177 0.963 0.385 0.484 121
DP00871r001_3 0.46038 4.39 0.5259 0.952 0.408 0.508 121
DP00871r001_4 0.46238999999999997 4.47 0.5146 0.961 0.41 0.49200000000000005 121
DP00871r001_5 0.45536000000000004 4.55 0.5229 0.898 0.396 0.509 121
DP00875r001_1 0.2747 10.9 0.3633 0.483 0.187 0.433 52
DP00875r001_2 0.20483 10.42 0.3542 0.4370000000000001 0.141 0.58 52
DP00875r001_3 0.28343 10.91 0.3896 0.433 0.172 0.652 52
DP00875r001_4 0.2732 10.08 0.3811 0.542 0.162 0.5579999999999999 52
DP00875r001_5 0.27585 11.32 0.3457 0.423 0.156 0.588 52
DP00876r001_1 0.53045 6.37 0.5055 0.87 0.36200000000000004 0.452 100
DP00876r001_2 0.53227 6.93 0.4958 0.838 0.34299999999999997 0.486 100
DP00876r001_3 0.53806 6.7 0.494 0.867 0.35200000000000004 0.45399999999999996 100
DP00876r001_4 0.52866 6.82 0.5012 0.7909999999999999 0.326 0.47700000000000004 100
DP00876r001_5 0.52833 6.44 0.5026 0.862 0.366 0.462 100
DP00877r001_1 0.8789600000000001 1.11 0.8582 0.985 0.257 0.624 64
DP00877r001_2 0.82694 1.2 0.8607 0.962 0.27 0.512 64
DP00877r001_3 0.87529 0.89 0.8671 0.976 0.257 0.564 64
DP00877r001_4 0.87923 1.11 0.8587 0.985 0.255 0.618 64
DP00877r001_5 0.86487 1.1 0.8648 0.981 0.245 0.5479999999999999 64
DP00893r013_1 0.29714 11.33 0.1975 0.934 0.42 0.29600000000000004 331
DP00893r013_2 0.29604 11.37 0.1958 0.943 0.406 0.306 331
DP00893r013_3 0.29688000000000003 11.34 0.1991 0.954 0.415 0.302 331
DP00893r013_4 0.29862 11.34 0.1966 0.942 0.42700000000000005 0.305 331
DP00893r013_5 0.2986 11.41 0.1958 0.939 0.41100000000000003 0.314 331
DP00902r001_1 0.65115 13.09 0.2522 0.943 0.615 0.6579999999999999 101
DP00902r001_2 0.6530100000000001 13.05 0.2505 0.957 0.631 0.654 101
DP00902r001_3 0.65396 12.91 0.2531 0.951 0.633 0.654 101
DP00902r001_4 0.65364 13.06 0.2483 0.946 0.607 0.629 101
DP00902r001_5 0.6520199999999999 12.82 0.254 0.943 0.611 0.662 101
DP00902r002_1 0.63875 7.77 0.2578 0.737 0.536 0.628 92
DP00902r002_2 0.6111 12.71 0.2578 0.826 0.563 0.628 92
DP00902r002_3 0.61178 12.61 0.2594 0.8270000000000001 0.561 0.644 92
DP00902r002_4 0.61273 12.6 0.2574 0.8320000000000001 0.56 0.63 92
DP00902r002_5 0.59787 13.04 0.2574 0.647 0.5379999999999999 0.628 92
DP00904r001_1 0.64725 4.7 0.5156 0.847 0.5 0.5579999999999999 110
DP00904r001_2 0.66881 3.39 0.5178 0.923 0.46399999999999997 0.508 110
DP00904r001_3 0.66574 3.39 0.5114 0.92 0.47700000000000004 0.498 110
DP00904r001_4 0.66786 3.37 0.5156 0.919 0.449 0.47600000000000003 110
DP00904r001_5 0.65845 3.38 0.5177 0.877 0.441 0.49200000000000005 110
DP00908r001_1 0.55279 3.74 0.3776 0.682 0.498 0.66 46
DP00908r001_2 0.54971 3.4 0.3652 0.736 0.465 0.622 46
DP00908r001_3 0.5522 3.39 0.3657 0.735 0.499 0.6559999999999999 46
DP00908r001_4 0.5554899999999999 3.73 0.3761 0.706 0.469 0.652 46
DP00908r001_5 0.54861 4.49 0.3741 0.759 0.473 0.642 46
DP00913r003_1 0.24686 30.41 0.13699999999999998 0.474 0.507 0.33799999999999997 371
DP00913r003_2 0.22859000000000002 30.13 0.1361 0.485 0.495 0.365 371
DP00913r003_3 0.24839 31.52 0.1368 0.477 0.5 0.35200000000000004 371
DP00913r003_4 0.20922 30.9 0.1322 0.491 0.505 0.34600000000000003 371
DP00913r003_5 0.21275 30.97 0.1327 0.493 0.496 0.359 371
DP00931r002_1 0.1177 6.71 0.2853 0.304 0.151 0.385 34
DP00931r002_2 0.11835 6.31 0.2784 0.273 0.183 0.376 34
DP00931r002_3 0.11187000000000001 6.23 0.2773 0.344 0.188 0.47600000000000003 34
DP00931r002_4 0.15374000000000002 5.85 0.2932 0.264 0.138 0.345 34
DP00931r002_5 0.12219000000000001 6.54 0.2925 0.189 0.20800000000000002 0.405 34
DP00937r001_1 0.46666 8.22 0.6526 0.422 0.254 0.302 82
DP00937r001_2 0.46276999999999996 10.7 0.6564 0.507 0.262 0.307 82
DP00937r001_3 0.46345 10.49 0.6481 0.528 0.276 0.313 82
DP00937r001_4 0.46256 11.61 0.6691 0.527 0.28800000000000003 0.312 82
DP00937r001_5 0.48885 8.7 0.6915 0.442 0.287 0.319 82
DP00940r001_1 0.7042 5.45 0.441 0.888 0.278 0.264 332
DP00940r001_2 0.72204 5.48 0.45299999999999996 0.927 0.264 0.24600000000000002 332
DP00940r001_3 0.75948 5.3 0.4754 0.945 0.27399999999999997 0.276 332
DP00940r001_4 0.68272 5.3 0.3895 0.8859999999999999 0.247 0.2 332
DP00940r001_5 0.76488 5.27 0.4655 0.943 0.27399999999999997 0.273 332
DP00948r036_1 0.26639 2.38 0.6764 0.555 0.19699999999999998 0.359 60
DP00948r036_2 0.27111 2.39 0.7163 0.441 0.184 0.452 60
DP00948r036_3 0.27047 2.42 0.7035 0.536 0.19 0.455 60
DP00948r036_4 0.23901999999999998 3.19 0.644 0.404 0.161 0.43200000000000005 60
DP00948r036_5 0.27085 2.42 0.7139 0.591 0.192 0.47600000000000003 60
DP00949r005_1 0.46003999999999995 2.73 0.743 0.994 0.511 0.727 41
DP00949r005_2 0.46863 2.68 0.7284 0.994 0.498 0.6579999999999999 41
DP00949r005_3 0.46585 2.68 0.7303 0.995 0.509 0.66 41
DP00949r005_4 0.46881000000000006 2.67 0.7417 0.994 0.483 0.75 41
DP00949r005_5 0.45951000000000003 2.8 0.7313 0.987 0.493 0.73 41
DP00955r001_1 0.29774 4.42 0.3342 0.412 0.195 0.237 242
DP00955r001_2 0.49153 4.31 0.4559 0.8290000000000001 0.244 0.268 242
DP00955r001_3 0.49966000000000005 4.27 0.4415 0.823 0.244 0.261 242
DP00955r001_4 0.42994 4.26 0.3874 0.8 0.209 0.23600000000000002 242
DP00955r001_5 0.49277 4.21 0.4525 0.818 0.233 0.266 242
DP00958r001_1 0.47986999999999996 15.27 0.7007 0.987 0.428 0.371 123
DP00958r001_2 0.47731 15.48 0.6988 0.985 0.419 0.39 123
DP00958r001_3 0.47621 15.45 0.6991 0.986 0.40399999999999997 0.38799999999999996 123
DP00958r001_4 0.47703999999999996 15.19 0.7123 0.979 0.44299999999999995 0.381 123
DP00958r001_5 0.47906000000000004 15.19 0.7088 0.99 0.42 0.39799999999999996 123
DP00959r001_1 0.47768 2.09 0.688 0.0 0.26899999999999996 0.34299999999999997 206
DP00959r001_2 0.47208999999999995 1.86 0.6947 0.0 0.29 0.332 206
DP00959r001_3 0.47678000000000004 2.11 0.6885 0.0 0.276 0.33299999999999996 206
DP00959r001_4 0.47622 1.82 0.6995 0.0 0.292 0.32 206
DP00959r001_5 0.46989 1.82 0.698 0.0 0.305 0.316 206
DP00965r003_1 0.80818 1.42 0.7039 0.969 0.233 0.604 49
DP00965r003_2 0.80292 1.41 0.7171 0.983 0.266 0.7879999999999999 49
DP00965r003_3 0.8067 1.4 0.7156 0.989 0.28 0.845 49
DP00965r003_4 0.79886 1.44 0.7308 0.989 0.268 0.838 49
DP00965r003_5 0.7992 1.44 0.7307 0.99 0.268 0.836 49
DP00966r001_1 0.4085 2.74 0.523 0.775 0.154 0.8220000000000001 23
DP00966r001_2 0.41012 3.26 0.5152 0.649 0.192 0.8240000000000001 23
DP00966r001_3 0.40767 2.74 0.5229 0.7759999999999999 0.15 0.818 23
DP00966r001_4 0.4119 3.08 0.5111 0.664 0.174 0.818 23
DP00966r001_5 0.40776999999999997 2.74 0.5199 0.7609999999999999 0.15 0.8370000000000001 23
DP00968r001_1 0.34943 3.0 0.5006 0.912 0.32299999999999995 0.5479999999999999 98
DP00968r001_2 0.34926 2.77 0.4792 0.885 0.321 0.444 98
DP00968r001_3 0.34952 3.03 0.4971 0.908 0.301 0.524 98
DP00968r001_4 0.35045 3.23 0.5055 0.8540000000000001 0.34 0.608 98
DP00968r001_5 0.34862 2.61 0.5267 0.846 0.32799999999999996 0.467 98
DP00973r003_1 0.43772 17.78 0.4692 0.505 0.5489999999999999 0.515 204
DP00973r003_2 0.44209 16.76 0.4799 0.4920000000000001 0.561 0.524 204
DP00973r003_3 0.44183 15.73 0.4687 0.496 0.551 0.512 204
DP00973r003_4 0.42928999999999995 16.41 0.4801 0.496 0.569 0.5579999999999999 204
DP00973r003_5 0.4385 12.29 0.4705 0.488 0.547 0.512 204
DP00977r001_1 0.20786999999999997 5.3 0.4842 0.762 0.272 0.442 61
DP00977r001_2 0.23392 4.93 0.47600000000000003 0.6659999999999999 0.272 0.39399999999999996 61
DP00977r001_3 0.21827 5.39 0.5011 0.772 0.263 0.42100000000000004 61
DP00977r001_4 0.19827999999999998 5.57 0.495 0.519 0.275 0.376 61
DP00977r001_5 0.21491999999999997 5.36 0.4795 0.772 0.3 0.40299999999999997 61
DP00978r005_1 0.16894 32.87 0.08509 0.069 0.327 0.18100000000000002 466
DP00978r005_2 0.16807 27.63 0.091 0.081 0.336 0.187 466
DP00978r005_3 0.18553 32.11 0.0863 0.083 0.298 0.172 466
DP00978r005_4 0.16376 35.83 0.0899 0.075 0.327 0.172 466
DP00978r005_5 0.16727 33.61 0.0929 0.08900000000000001 0.341 0.17600000000000002 466
DP00980r001_1 0.7729199999999999 2.09 0.2096 0.926 0.48100000000000004 0.534 83
DP00980r001_2 0.78842 2.01 0.2069 0.943 0.496 0.55 83
DP00980r001_3 0.77323 2.11 0.2108 0.882 0.48700000000000004 0.54 83
DP00980r001_4 0.77994 2.1 0.2104 0.942 0.498 0.514 83
DP00980r001_5 0.77577 2.13 0.2086 0.942 0.5 0.534 83
DP00984r001_1 0.51928 8.3 0.5622 0.6779999999999999 0.201 0.526 95
DP00984r001_2 0.52071 9.48 0.5738 0.68 0.22699999999999998 0.562 95
DP00984r001_3 0.52863 8.32 0.5623 0.7240000000000001 0.198 0.586 95
DP00984r001_4 0.5191399999999999 8.53 0.5555 0.725 0.214 0.536 95
DP00984r001_5 0.5180100000000001 9.03 0.5575 0.701 0.21 0.611 95
DP00986r001_1 0.1484 10.48 0.2423 0.65 0.21899999999999997 0.515 28
DP00986r001_2 0.14804 10.74 0.2387 0.741 0.314 0.495 28
DP00986r001_3 0.1488 10.63 0.2434 0.741 0.273 0.522 28
DP00986r001_4 0.14185 8.48 0.2387 0.407 0.287 0.508 28
DP00986r001_5 0.14635 10.6 0.2412 0.75 0.28300000000000003 0.508 28
DP00990r001_1 0.22889 15.55 0.1922 0.334 0.251 0.40700000000000003 77
DP00990r001_2 0.22901999999999997 16.11 0.1888 0.34 0.258 0.41600000000000004 77
DP00990r001_3 0.23099 11.85 0.16 0.361 0.316 0.33399999999999996 77
DP00990r001_4 0.22875 11.37 0.1703 0.366 0.28800000000000003 0.428 77
DP00990r001_5 0.23112 10.59 0.1391 0.322 0.203 0.324 77
DP00992r001_1 0.31111 11.13 0.2808 0.57 0.253 0.695 35
DP00992r001_2 0.3021 7.39 0.2811 0.488 0.237 0.526 35
DP00992r001_3 0.29059 9.86 0.2717 0.598 0.257 0.6579999999999999 35
DP00992r001_4 0.29883000000000004 10.64 0.2968 0.5670000000000001 0.264 0.67 35
DP00992r001_5 0.2812 6.44 0.292 0.502 0.226 0.58 35
DP00994r005_1 0.13947 30.03 0.2733 0.204 0.27 0.228 97
DP00994r005_2 0.13539 29.46 0.2694 0.172 0.325 0.27699999999999997 97
DP00994r005_3 0.13268 29.77 0.2795 0.231 0.24600000000000002 0.253 97
DP00994r005_4 0.13754 29.31 0.2718 0.2 0.22699999999999998 0.231 97
DP00994r005_5 0.13458 29.64 0.2798 0.254 0.22899999999999998 0.23399999999999999 97
DP00997r004_1 0.32524000000000003 8.44 0.4681 0.898 0.536 0.55 49
DP00997r004_2 0.32308000000000003 8.36 0.4777 0.935 0.488 0.568 49
DP00997r004_3 0.33424 8.37 0.48100000000000004 0.946 0.5 0.542 49
DP00997r004_4 0.32559 8.41 0.4716 0.938 0.516 0.556 49
DP00997r004_5 0.33335 8.39 0.4779 0.95 0.504 0.526 49
DP00999r001_1 0.23421 15.67 0.2684 0.329 0.38 0.284 142
DP00999r001_2 0.264 12.05 0.275 0.317 0.359 0.285 142
DP00999r001_3 0.27371 13.63 0.2666 0.332 0.289 0.275 142
DP00999r001_4 0.303 11.6 0.2837 0.319 0.325 0.28800000000000003 142
DP00999r001_5 0.2325 14.24 0.2808 0.34 0.349 0.278 142
DP01011r001_1 0.66501 2.2 0.3798 0.964 0.542 0.532 65
DP01011r001_2 0.66615 2.2 0.3782 0.961 0.545 0.5379999999999999 65
DP01011r001_3 0.66923 2.17 0.3787 0.973 0.518 0.514 65
DP01011r001_4 0.65918 2.24 0.3793 0.971 0.5479999999999999 0.5329999999999999 65
DP01011r001_5 0.66414 2.23 0.3792 0.971 0.556 0.48700000000000004 65
DP01014r001_1 0.21051 23.82 0.429 0.317 0.32 0.354 89
DP01014r001_2 0.2103 20.96 0.4714 0.32 0.258 0.373 89
DP01014r001_3 0.20958000000000002 21.76 0.4729 0.306 0.28800000000000003 0.38 89
DP01014r001_4 0.20975 22.26 0.4606 0.298 0.307 0.369 89
DP01014r001_5 0.21056999999999998 20.3 0.4535 0.328 0.309 0.37 89
DP01026r006_1 0.12919 18.16 0.0978 0.6659999999999999 0.556 0.414 401
DP01026r006_2 0.12967 18.17 0.0964 0.708 0.55 0.39799999999999996 401
DP01026r006_3 0.13007 18.23 0.0965 0.696 0.552 0.44799999999999995 401
DP01026r006_4 0.13087000000000001 18.27 0.0954 0.602 0.521 0.368 401
DP01026r006_5 0.13126 18.16 0.096 0.67 0.544 0.40399999999999997 401
DP01027r001_1 0.2275 4.39 0.5434 0.5820000000000001 0.136 0.44799999999999995 32
DP01027r001_2 0.38447 3.79 0.6437 0.8909999999999999 0.127 0.809 32
DP01027r001_3 0.38455 3.79 0.6436 0.8909999999999999 0.127 0.804 32
DP01027r001_4 0.3931 3.78 0.6441 0.885 0.133 0.684 32
DP01027r001_5 0.35568 3.82 0.6352 0.872 0.131 0.862 32
DP01033r001_1 0.48831 6.05 0.3443 0.779 0.299 0.41100000000000003 92
DP01033r001_2 0.49496999999999997 5.55 0.3431 0.813 0.31 0.44 92
DP01033r001_3 0.49303 5.89 0.359 0.79 0.28600000000000003 0.42200000000000004 92
DP01033r001_4 0.49535 5.51 0.3661 0.795 0.313 0.418 92
DP01033r001_5 0.49278999999999995 4.78 0.3623 0.701 0.319 0.43 92
DP01045r001_1 0.4821 4.93 0.4562 0.917 0.41100000000000003 0.5379999999999999 26
DP01045r001_2 0.499 4.69 0.4807 0.947 0.365 0.612 26
DP01045r001_3 0.50052 4.67 0.4831 0.95 0.38299999999999995 0.578 26
DP01045r001_4 0.49456999999999995 4.79 0.4683 0.943 0.36700000000000005 0.556 26
DP01045r001_5 0.49891 4.71 0.4862 0.941 0.365 0.613 26
DP01048r004_1 0.69202 2.33 0.5623 0.994 0.387 0.956 53
DP01048r004_2 0.6855399999999999 2.31 0.5327 0.978 0.386 0.818 53
DP01048r004_3 0.69212 2.33 0.5629 0.994 0.382 0.9570000000000001 53
DP01048r004_4 0.69222 2.33 0.5629 0.994 0.382 0.958 53
DP01048r004_5 0.6925100000000001 2.32 0.5626 0.994 0.384 0.958 53
DP01052r001_1 0.19004000000000001 12.84 0.3375 0.324 0.428 0.39299999999999996 61
DP01052r001_2 0.25079 12.55 0.3813 0.43 0.335 0.40399999999999997 61
DP01052r001_3 0.18504 14.5 0.3692 0.422 0.327 0.366 61
DP01052r001_4 0.25301999999999997 13.26 0.3744 0.464 0.382 0.37799999999999995 61
DP01052r001_5 0.1832 14.58 0.3359 0.403 0.33 0.38299999999999995 61
DP01054r001_1 0.65354 2.59 0.5371 0.969 0.556 0.5820000000000001 67
DP01054r001_2 0.64545 2.59 0.5298 0.973 0.5429999999999999 0.588 67
DP01054r001_3 0.6339 2.72 0.5258 0.954 0.514 0.501 67
DP01054r001_4 0.64463 2.62 0.5207 0.968 0.551 0.55 67
DP01054r001_5 0.64718 2.62 0.5299 0.973 0.546 0.59 67
DP01064r001_1 0.26561 10.15 0.2256 0.316 0.275 0.49200000000000005 44
DP01064r001_2 0.26807 5.67 0.2399 0.313 0.212 0.436 44
DP01064r001_3 0.27104 8.05 0.2291 0.253 0.23399999999999999 0.446 44
DP01064r001_4 0.24581999999999998 7.91 0.2377 0.284 0.174 0.527 44
DP01064r001_5 0.26766999999999996 10.93 0.2035 0.315 0.254 0.46799999999999997 44
DP01064r003_1 0.39547 7.19 0.5317 0.98 0.44299999999999995 0.9059999999999999 31
DP01064r003_2 0.39781 7.02 0.5207 0.969 0.424 0.748 31
DP01064r003_3 0.40109 7.34 0.5332 0.975 0.445 0.9059999999999999 31
DP01064r003_4 0.38935 6.9 0.5308 0.961 0.447 0.88 31
DP01064r003_5 0.409 7.29 0.5298 0.976 0.445 0.892 31
DP01068r001_1 0.2341 14.08 0.1406 0.591 0.415 0.304 119
DP01068r001_2 0.22019 17.88 0.1409 0.7170000000000001 0.364 0.314 119
DP01068r001_3 0.17999 16.79 0.1434 0.6940000000000001 0.418 0.309 119
DP01068r001_4 0.21506 14.07 0.1488 0.722 0.395 0.307 119
DP01068r001_5 0.30935 15.01 0.1437 0.7120000000000001 0.39399999999999996 0.306 119
DP01070r005_1 0.68808 3.69 0.657 0.942 0.496 0.603 79
DP01070r005_2 0.68571 4.15 0.659 0.975 0.47100000000000003 0.626 79
DP01070r005_3 0.68704 4.13 0.6511 0.974 0.473 0.594 79
DP01070r005_4 0.6842 4.12 0.6509 0.97 0.5 0.598 79
DP01070r005_5 0.68175 4.06 0.6546 0.968 0.462 0.564 79
DP01082r001_1 0.44326000000000004 7.78 0.4218 0.954 0.484 0.542 47
DP01082r001_2 0.44065 7.67 0.4258 0.943 0.49200000000000005 0.5429999999999999 47
DP01082r001_3 0.44448000000000004 7.82 0.4246 0.953 0.47100000000000003 0.562 47
DP01082r001_4 0.44245 7.85 0.4277 0.937 0.45399999999999996 0.586 47
DP01082r001_5 0.44488999999999995 7.88 0.4254 0.95 0.47100000000000003 0.569 47
DP01090r005_1 0.10889000000000001 61.39 0.2722 0.098 0.349 0.091 1500
DP01090r005_2 0.11490999999999998 58.78 0.2549 0.08900000000000001 0.305 0.121 1500
DP01090r005_3 0.1183 62.01 0.2569 0.067 0.31 0.081 1500
DP01090r005_4 0.13788 46.56 0.2478 0.081 0.308 0.08900000000000001 1500
DP01090r005_5 0.13380999999999998 54.25 0.2603 0.097 0.298 0.10099999999999999 1500
DP01096r001_1 0.51971 11.23 0.5507 0.93 0.479 0.49 179
DP01096r001_2 0.5128699999999999 10.97 0.5463 0.909 0.465 0.491 179
DP01096r001_3 0.5108600000000001 11.32 0.5433 0.905 0.49 0.495 179
DP01096r001_4 0.51503 11.21 0.5489999999999999 0.924 0.47 0.46 179
DP01096r001_5 0.51913 11.31 0.5671 0.928 0.5 0.488 179
DP01100r001_1 0.13614 27.63 0.4035 0.424 0.36 0.171 441
DP01100r001_2 0.15169000000000002 27.03 0.408 0.458 0.361 0.191 441
DP01100r001_3 0.14014000000000001 27.19 0.3781 0.215 0.34700000000000003 0.16 441
