modelID seqlen tmalign RMSD proq4 pcons qmean DAN
DP00771r001_3 71 0.17527 13.71 0.392 0.39399999999999996 0.42200000000000004 0.364
DP00771r001_4 71 0.23406 13.52 0.405 0.475 0.401 0.381
DP00771r001_5 71 0.17296 13.43 0.458 0.302 0.415 0.403
DP00775r007_1 218 0.09605 3.84 0.442 0.413 0.7290000000000001 0.512
DP00775r007_2 218 0.12139000000000001 0.79 0.455 0.65 0.773 0.628
DP00775r007_3 218 0.11872 1.49 0.433 0.636 0.778 0.5870000000000001
DP00775r007_4 218 0.10311 2.96 0.47 0.628 0.741 0.5379999999999999
DP00775r007_5 218 0.1213 0.81 0.477 0.6609999999999999 0.795 0.727
DP00776r001_1 33 0.3874 2.09 0.378 0.9 0.795 0.6409999999999999
DP00776r001_2 33 0.37156 2.22 0.373 0.927 0.763 0.645
DP00776r001_3 33 0.38585 2.11 0.373 0.9329999999999999 0.775 0.6559999999999999
DP00776r001_4 33 0.38665 2.11 0.3670000000000001 0.93 0.8009999999999999 0.654
DP00776r001_5 33 0.38664 2.1 0.364 0.929 0.784 0.6579999999999999
DP00787r001_1 124 0.32586 16.34 0.603 0.9570000000000001 0.56 0.463
DP00787r001_2 124 0.32415 16.32 0.621 0.961 0.563 0.484
DP00787r001_3 124 0.32443 16.33 0.613 0.9570000000000001 0.528 0.469
DP00787r001_4 124 0.32678 16.35 0.614 0.955 0.526 0.453
DP00787r001_5 124 0.32369000000000003 16.39 0.593 0.961 0.565 0.457
DP00791r003_1 26 0.18223 6.36 0.129 0.47100000000000003 0.255 0.457
DP00791r003_2 26 0.1406 7.48 0.119 0.418 0.193 0.546
DP00791r003_3 26 0.11042 7.8 0.16 0.446 0.23399999999999999 0.502
DP00791r003_4 26 0.17135999999999998 6.28 0.139 0.488 0.251 0.5920000000000001
DP00791r003_5 26 0.12797999999999998 7.74 0.179 0.43799999999999994 0.235 0.474
DP00797r001_1 77 0.16305 16.07 0.251 0.45 0.36 0.448
DP00797r001_2 77 0.16471 14.17 0.207 0.48200000000000004 0.397 0.462
DP00797r001_3 77 0.15741 13.46 0.228 0.44799999999999995 0.392 0.412
DP00797r001_4 77 0.17318 15.18 0.204 0.396 0.35200000000000004 0.373
DP00797r001_5 77 0.17104 14.62 0.24 0.4920000000000001 0.34600000000000003 0.424
DP00803r001_1 58 0.14328 19.52 0.3 0.637 0.6379310345 0.391
DP00803r001_2 58 0.12597 19.85 0.28 0.65 0.6206896552000001 0.344
DP00803r001_3 58 0.12464000000000001 17.29 0.273 0.494 0.6551724138 0.3670000000000001
DP00803r001_4 58 0.12743 18.64 0.273 0.657 0.6379310345 0.419
DP00803r001_5 58 0.12915 19.46 0.272 0.644 0.6034482759 0.418
DP00806r001_1 73 0.20046 13.13 0.51 0.9890000000000001 0.7120000000000001 0.59
DP00806r001_2 73 0.20052999999999999 13.09 0.498 0.987 0.7120000000000001 0.574
DP00806r001_3 73 0.19987 13.15 0.501 0.988 0.7120000000000001 0.5579999999999999
DP00806r001_4 73 0.19994 13.1 0.498 0.9890000000000001 0.7240000000000001 0.564
DP00806r001_5 73 0.20054 13.13 0.498 0.9890000000000001 0.708 0.5760000000000001
DP00808r001_1 51 0.15887 9.71 0.231 0.5670000000000001 0.461 0.488
DP00808r001_2 51 0.15065 8.69 0.232 0.418 0.47200000000000003 0.452
DP00808r001_3 51 0.13444 9.88 0.263 0.564 0.452 0.493
DP00808r001_4 51 0.15139 9.55 0.246 0.375 0.441 0.467
DP00808r001_5 51 0.17851 9.36 0.23 0.55 0.45799999999999996 0.461
DP00808r004_1 93 0.13618 6.89 0.234 0.547 0.52 0.317
DP00808r004_2 93 0.16105 6.75 0.202 0.5329999999999999 0.446 0.305
DP00808r004_3 93 0.13635 5.7 0.197 0.502 0.408 0.371
DP00808r004_4 93 0.11166 6.95 0.183 0.541 0.353 0.306
DP00808r004_5 93 0.12464000000000001 6.26 0.183 0.321 0.39899999999999997 0.322
DP00812r001_1 63 0.60598 7.08 0.684 0.995 0.752 0.782
DP00812r001_2 63 0.60736 7.12 0.684 0.99 0.758 0.774
DP00812r001_3 63 0.60734 7.07 0.6859999999999999 0.995 0.748 0.78
DP00812r001_4 63 0.60728 7.09 0.6829999999999999 0.995 0.7440000000000001 0.779
DP00812r001_5 63 0.60898 7.09 0.6809999999999999 0.9890000000000001 0.763 0.745
DP00815r001_1 206 0.40015 13.41 0.363 0.564 0.521 0.276
DP00815r001_2 206 0.40187 13.36 0.39 0.593 0.504 0.28
DP00815r001_3 206 0.40276999999999996 12.07 0.377 0.508 0.545 0.292
DP00815r001_4 206 0.39266999999999996 13.25 0.342 0.544 0.513 0.282
DP00815r001_5 206 0.35989 13.61 0.326 0.434 0.529 0.231
DP00823r001_1 36 0.41536999999999996 3.16 0.34 0.83 0.649 0.61
DP00823r001_2 36 0.41173999999999994 3.53 0.348 0.8240000000000001 0.655 0.652
DP00823r001_3 36 0.40636 4.15 0.34 0.831 0.667 0.612
DP00823r001_4 36 0.40548 3.96 0.355 0.821 0.625 0.622
DP00823r001_5 36 0.40715999999999997 4.04 0.401 0.838 0.659 0.612
DP00840r004_1 35 0.3791 7.69 0.369 0.9640000000000001 0.5760000000000001 0.544
DP00840r004_2 35 0.38103000000000004 7.53 0.344 0.955 0.542 0.514
DP00840r004_3 35 0.38016 7.7 0.359 0.966 0.585 0.54
DP00840r004_4 35 0.38009 7.69 0.414 0.9690000000000001 0.599 0.531
DP00840r004_5 35 0.37958000000000003 7.55 0.386 0.9640000000000001 0.5710000000000001 0.55
DP00850r001_1 116 0.65357 4.48 0.5760000000000001 0.887 0.581 0.5489999999999999
DP00850r001_2 116 0.6584800000000001 3.92 0.5660000000000001 0.888 0.594 0.502
DP00850r001_3 116 0.6574399999999999 4.04 0.57 0.888 0.585 0.479
DP00850r001_4 116 0.6575300000000001 4.1 0.5670000000000001 0.884 0.584 0.524
DP00850r001_5 116 0.65156 4.53 0.569 0.879 0.606 0.55
DP00851r001_1 80 0.26221 16.51 0.153 0.528 0.429 0.613
DP00851r001_2 80 0.19802999999999998 15.47 0.16699999999999998 0.552 0.45799999999999996 0.528
DP00851r001_3 80 0.26259 16.5 0.158 0.539 0.426 0.608
DP00851r001_4 80 0.19856 15.67 0.162 0.5529999999999999 0.449 0.516
DP00851r001_5 80 0.19809000000000002 16.34 0.175 0.431 0.4 0.483
DP00862r001_1 71 0.21975999999999998 12.39 0.305 0.45299999999999996 0.7042253520999999 0.377
DP00862r001_2 71 0.22632 12.76 0.387 0.433 0.6760563380000001 0.379
DP00862r001_3 71 0.24516999999999997 12.22 0.354 0.382 0.6901408451000001 0.3720000000000001
DP00862r001_4 71 0.21405 12.9 0.39 0.32 0.6478873239 0.409
DP00862r001_5 71 0.23117 12.44 0.414 0.365 0.7042253520999999 0.361
DP00863r001_1 72 0.81845 1.72 0.629 0.961 0.649 0.652
DP00863r001_2 72 0.82596 1.6 0.633 0.9640000000000001 0.65 0.648
DP00863r001_3 72 0.81752 1.66 0.6459999999999999 0.961 0.6629999999999999 0.67
DP00863r001_4 72 0.81201 1.77 0.634 0.95 0.6629999999999999 0.67
DP00863r001_5 72 0.81976 1.67 0.617 0.966 0.639 0.66
DP00869r001_1 87 0.27421 15.21 0.26 0.496 0.3720000000000001 0.363
DP00869r001_2 87 0.2827 15.46 0.253 0.531 0.387 0.398
DP00869r001_3 87 0.261 14.61 0.235 0.4320000000000001 0.35700000000000004 0.332
DP00869r001_4 87 0.27219 14.5 0.229 0.48100000000000004 0.359 0.364
DP00869r001_5 87 0.28094 15.26 0.253 0.518 0.377 0.4
DP00870r001_1 203 0.50357 10.08 0.588 0.831 0.625 0.5479999999999999
DP00870r001_2 203 0.52193 9.43 0.583 0.85 0.638 0.518
DP00870r001_3 203 0.5060399999999999 10.57 0.585 0.868 0.63 0.5579999999999999
DP00870r001_4 203 0.50265 9.95 0.5720000000000001 0.862 0.639 0.552
DP00870r001_5 203 0.49914 9.89 0.578 0.8340000000000001 0.638 0.5579999999999999
DP00871r001_1 121 0.46001000000000003 4.47 0.421 0.9570000000000001 0.519 0.499
DP00871r001_2 121 0.45671999999999996 4.49 0.385 0.963 0.508 0.484
DP00871r001_3 121 0.46038 4.39 0.408 0.9520000000000001 0.525 0.508
DP00871r001_4 121 0.46238999999999997 4.47 0.41 0.961 0.508 0.4920000000000001
DP00871r001_5 121 0.45536000000000004 4.55 0.396 0.898 0.503 0.509
DP00875r001_1 52 0.2747 10.9 0.187 0.483 0.408 0.433
DP00875r001_2 52 0.20483 10.42 0.141 0.4370000000000001 0.4 0.58
DP00875r001_3 52 0.28343 10.91 0.172 0.433 0.429 0.652
DP00875r001_4 52 0.2732 10.08 0.162 0.542 0.474 0.5579999999999999
DP00875r001_5 52 0.27585 11.32 0.156 0.423 0.445 0.588
DP00876r001_1 100 0.53045 6.37 0.362 0.87 0.591 0.452
DP00876r001_2 100 0.53227 6.93 0.343 0.838 0.586 0.486
DP00876r001_3 100 0.53806 6.7 0.35200000000000004 0.867 0.598 0.454
DP00876r001_4 100 0.52866 6.82 0.326 0.7909999999999999 0.596 0.477
DP00876r001_5 100 0.52833 6.44 0.366 0.862 0.612 0.462
DP00877r001_1 64 0.8789600000000001 1.11 0.257 0.985 0.59 0.624
DP00877r001_2 64 0.82694 1.2 0.27 0.9620000000000001 0.616 0.512
DP00877r001_3 64 0.87529 0.89 0.257 0.976 0.6 0.564
DP00877r001_4 64 0.87923 1.11 0.255 0.985 0.606 0.618
DP00877r001_5 64 0.86487 1.1 0.245 0.981 0.5870000000000001 0.5479999999999999
DP00893r013_1 331 0.29714 11.33 0.42 0.934 0.499 0.29600000000000004
DP00893r013_2 331 0.29604 11.37 0.406 0.943 0.506 0.306
DP00893r013_3 331 0.29688000000000003 11.34 0.415 0.9540000000000001 0.501 0.302
DP00893r013_4 331 0.29862 11.34 0.4270000000000001 0.9420000000000001 0.496 0.305
DP00893r013_5 331 0.2986 11.41 0.411 0.9390000000000001 0.491 0.314
DP00902r001_1 101 0.65179 13.12 0.615 0.943 0.6729999999999999 0.6579999999999999
DP00902r001_2 101 0.6533100000000001 13.08 0.631 0.9570000000000001 0.6829999999999999 0.654
DP00902r001_3 101 0.65451 12.93 0.633 0.951 0.677 0.654
DP00902r001_4 101 0.65378 13.09 0.607 0.946 0.6559999999999999 0.629
DP00902r001_5 101 0.65261 12.85 0.611 0.943 0.675 0.662
DP00902r002_1 92 0.63875 7.77 0.536 0.737 0.675 0.628
DP00902r002_2 92 0.6111 12.71 0.563 0.826 0.6779999999999999 0.628
DP00902r002_3 92 0.61178 12.61 0.561 0.8270000000000001 0.6940000000000001 0.644
DP00902r002_4 92 0.61273 12.6 0.56 0.8320000000000001 0.6609999999999999 0.63
DP00902r002_5 92 0.59787 13.04 0.5379999999999999 0.647 0.6940000000000001 0.628
DP00904r001_1 110 0.64725 4.7 0.5 0.847 0.7000000000000001 0.5579999999999999
DP00904r001_2 110 0.66881 3.39 0.464 0.9229999999999999 0.7000000000000001 0.508
DP00904r001_3 110 0.66574 3.39 0.477 0.92 0.7000000000000001 0.498
DP00904r001_4 110 0.66786 3.37 0.449 0.919 0.6909090909000001 0.476
DP00904r001_5 110 0.65845 3.38 0.441 0.877 0.6818181818000001 0.4920000000000001
DP00908r001_1 46 0.49762 3.74 0.498 0.682 0.721 0.66
DP00908r001_2 46 0.49548000000000003 3.4 0.465 0.736 0.7190000000000001 0.622
DP00908r001_3 46 0.49693999999999994 3.39 0.499 0.735 0.7490000000000001 0.6559999999999999
DP00908r001_4 46 0.49738999999999994 3.73 0.469 0.706 0.746 0.652
DP00908r001_5 46 0.49382 4.49 0.473 0.759 0.7609999999999999 0.642
DP00913r003_1 371 0.24686 30.41 0.507 0.474 0.474 0.338
DP00913r003_2 371 0.22859000000000002 30.13 0.495 0.485 0.48100000000000004 0.365
DP00913r003_3 371 0.24839 31.52 0.5 0.47700000000000004 0.47700000000000004 0.35200000000000004
DP00913r003_4 371 0.20922 30.9 0.505 0.491 0.49 0.34600000000000003
DP00913r003_5 371 0.21275 30.97 0.496 0.493 0.475 0.359
DP00931r002_1 34 0.1177 6.71 0.151 0.304 0.376 0.385
DP00931r002_2 34 0.11835 6.31 0.183 0.273 0.439 0.376
DP00931r002_3 34 0.11187000000000001 6.23 0.188 0.344 0.397 0.476
DP00931r002_4 34 0.15374000000000002 5.85 0.138 0.264 0.391 0.345
DP00931r002_5 34 0.12219000000000001 6.54 0.208 0.18899999999999997 0.373 0.405
DP00937r001_1 82 0.46666 8.22 0.254 0.42200000000000004 0.7804878048999999 0.302
DP00937r001_2 82 0.46276999999999996 10.7 0.262 0.507 0.7804878048999999 0.307
DP00937r001_3 82 0.46345 10.49 0.276 0.528 0.7804878048999999 0.313
DP00937r001_4 82 0.46256 11.61 0.28800000000000003 0.527 0.7926829268000001 0.312
DP00937r001_5 82 0.48885 8.7 0.287 0.442 0.7682926829000001 0.319
DP00940r001_1 332 0.7042 5.45 0.278 0.888 0.462 0.264
DP00940r001_2 332 0.72204 5.48 0.264 0.927 0.4320000000000001 0.246
DP00940r001_3 332 0.75948 5.3 0.274 0.945 0.44 0.276
DP00940r001_4 332 0.68272 5.3 0.247 0.8859999999999999 0.387 0.2
DP00940r001_5 332 0.76488 5.27 0.274 0.943 0.377 0.273
DP00948r036_1 60 0.26639 2.38 0.197 0.555 0.45299999999999996 0.359
DP00948r036_2 60 0.27111 2.39 0.184 0.441 0.41 0.452
DP00948r036_3 60 0.27047 2.42 0.19 0.536 0.445 0.455
DP00948r036_4 60 0.23901999999999998 3.19 0.161 0.40399999999999997 0.40299999999999997 0.4320000000000001
DP00948r036_5 60 0.27085 2.42 0.192 0.591 0.38 0.476
DP00949r005_1 41 0.46003999999999995 2.73 0.511 0.9940000000000001 0.7040000000000001 0.727
DP00949r005_2 41 0.46863 2.68 0.498 0.9940000000000001 0.7070000000000001 0.6579999999999999
DP00949r005_3 41 0.46585 2.68 0.509 0.995 0.688 0.66
DP00949r005_4 41 0.46881000000000006 2.67 0.483 0.9940000000000001 0.705 0.75
DP00949r005_5 41 0.45951000000000003 2.8 0.493 0.987 0.698 0.73
DP00955r001_1 242 0.29774 4.42 0.195 0.41200000000000003 0.5329999999999999 0.237
DP00955r001_2 242 0.49153 4.31 0.244 0.8290000000000001 0.304 0.268
DP00955r001_3 242 0.49966000000000005 4.27 0.244 0.823 0.303 0.261
DP00955r001_4 242 0.42994 4.26 0.209 0.8 0.413 0.236
DP00955r001_5 242 0.49277 4.21 0.233 0.818 0.355 0.266
DP00958r001_1 123 0.47986999999999996 15.27 0.428 0.987 0.593 0.371
DP00958r001_2 123 0.47731 15.48 0.419 0.985 0.544 0.39
DP00958r001_3 123 0.47621 15.45 0.404 0.986 0.603 0.388
DP00958r001_4 123 0.47703999999999996 15.19 0.443 0.9790000000000001 0.6409999999999999 0.381
DP00958r001_5 123 0.47906000000000004 15.19 0.42 0.99 0.601 0.398
DP00959r001_1 206 0.47768 2.09 0.269 0.0 0.42 0.343
DP00959r001_2 206 0.47208999999999995 1.86 0.29 0.0 0.424 0.332
DP00959r001_3 206 0.47678000000000004 2.11 0.276 0.0 0.41600000000000004 0.333
DP00959r001_4 206 0.47622 1.82 0.292 0.0 0.4320000000000001 0.32
DP00959r001_5 206 0.46989 1.82 0.305 0.0 0.4370000000000001 0.316
DP00965r003_1 49 0.80818 1.42 0.233 0.9690000000000001 0.665 0.604
DP00965r003_2 49 0.80292 1.41 0.266 0.983 0.7120000000000001 0.7879999999999999
DP00965r003_3 49 0.8067 1.4 0.28 0.9890000000000001 0.7290000000000001 0.845
DP00965r003_4 49 0.79886 1.44 0.268 0.9890000000000001 0.7390000000000001 0.838
DP00965r003_5 49 0.7992 1.44 0.268 0.99 0.741 0.836
DP00966r001_1 23 0.4085 2.74 0.154 0.775 0.799 0.8220000000000001
DP00966r001_2 23 0.41012 3.26 0.192 0.649 0.8009999999999999 0.8240000000000001
DP00966r001_3 23 0.40767 2.74 0.15 0.7759999999999999 0.7929999999999999 0.818
DP00966r001_4 23 0.4119 3.08 0.174 0.664 0.813 0.818
DP00966r001_5 23 0.40776999999999997 2.74 0.15 0.7609999999999999 0.795 0.8370000000000001
DP00968r001_1 98 0.34943 3.0 0.32299999999999995 0.912 0.506 0.5479999999999999
DP00968r001_2 98 0.34926 2.77 0.321 0.885 0.455 0.444
DP00968r001_3 98 0.34952 3.03 0.301 0.9079999999999999 0.484 0.524
DP00968r001_4 98 0.35045 3.23 0.34 0.8540000000000001 0.48200000000000004 0.608
DP00968r001_5 98 0.34862 2.61 0.328 0.846 0.502 0.467
DP00973r003_1 204 0.43772 17.78 0.5489999999999999 0.505 0.5579999999999999 0.515
DP00973r003_2 204 0.44209 16.76 0.561 0.4920000000000001 0.5760000000000001 0.524
DP00973r003_3 204 0.44183 15.73 0.551 0.496 0.5670000000000001 0.512
DP00973r003_4 204 0.42928999999999995 16.41 0.569 0.496 0.575 0.5579999999999999
DP00973r003_5 204 0.4385 12.29 0.547 0.488 0.574 0.512
DP00977r001_1 61 0.20786999999999997 5.3 0.272 0.762 0.4270000000000001 0.442
DP00977r001_2 61 0.23392 4.93 0.272 0.6659999999999999 0.44299999999999995 0.394
DP00977r001_3 61 0.21827 5.39 0.263 0.772 0.365 0.421
DP00977r001_4 61 0.19827999999999998 5.57 0.275 0.519 0.409 0.376
DP00977r001_5 61 0.21491999999999997 5.36 0.3 0.772 0.42100000000000004 0.403
DP00978r005_1 466 0.16857 32.86 0.327 0.069 0.207 0.181
DP00978r005_2 466 0.16868 27.63 0.336 0.081 0.23600000000000002 0.187
DP00978r005_3 466 0.18442 32.07 0.298 0.083 0.188 0.172
DP00978r005_4 466 0.16327 35.76 0.327 0.075 0.218 0.172
DP00978r005_5 466 0.16465 33.6 0.341 0.08900000000000001 0.222 0.17600000000000002
DP00980r001_1 83 0.7729199999999999 2.09 0.481 0.9259999999999999 0.5760000000000001 0.534
DP00980r001_2 83 0.78842 2.01 0.496 0.943 0.608 0.55
DP00980r001_3 83 0.77323 2.11 0.487 0.882 0.5870000000000001 0.54
DP00980r001_4 83 0.77994 2.1 0.498 0.9420000000000001 0.5820000000000001 0.514
DP00980r001_5 83 0.77577 2.13 0.5 0.9420000000000001 0.59 0.534
DP00984r001_1 95 0.51928 8.3 0.201 0.6779999999999999 0.361 0.526
DP00984r001_2 95 0.52071 9.48 0.227 0.68 0.41200000000000003 0.562
DP00984r001_3 95 0.52863 8.32 0.198 0.7240000000000001 0.4 0.586
DP00984r001_4 95 0.5191399999999999 8.53 0.214 0.725 0.37 0.536
DP00984r001_5 95 0.5180100000000001 9.03 0.21 0.701 0.384 0.611
DP00986r001_1 28 0.14657 10.65 0.219 0.65 0.28300000000000003 0.515
DP00986r001_2 28 0.14794000000000002 10.89 0.314 0.741 0.312 0.495
DP00986r001_3 28 0.14674 10.76 0.273 0.741 0.292 0.522
DP00986r001_4 28 0.14819000000000002 8.86 0.287 0.40700000000000003 0.326 0.508
DP00986r001_5 28 0.1439 10.76 0.28300000000000003 0.75 0.358 0.508
DP00990r001_1 77 0.22889 15.55 0.251 0.33399999999999996 0.385 0.407
DP00990r001_2 77 0.22901999999999997 16.11 0.258 0.34 0.35 0.416
DP00990r001_3 77 0.23099 11.85 0.316 0.361 0.316 0.334
DP00990r001_4 77 0.22875 11.37 0.28800000000000003 0.366 0.466 0.428
DP00990r001_5 77 0.23112 10.59 0.203 0.322 0.35200000000000004 0.324
DP00992r001_1 35 0.31111 11.13 0.253 0.57 0.555 0.695
DP00992r001_2 35 0.3021 7.39 0.237 0.488 0.47700000000000004 0.526
DP00992r001_3 35 0.29059 9.86 0.257 0.598 0.52 0.6579999999999999
DP00992r001_4 35 0.29883000000000004 10.64 0.264 0.5670000000000001 0.545 0.67
DP00992r001_5 35 0.2812 6.44 0.226 0.502 0.408 0.58
DP00994r005_1 97 0.13947 30.03 0.27 0.204 0.33299999999999996 0.228
DP00994r005_2 97 0.13539 29.46 0.325 0.172 0.396 0.277
DP00994r005_3 97 0.13268 29.77 0.246 0.231 0.377 0.253
DP00994r005_4 97 0.13754 29.31 0.227 0.2 0.359 0.231
DP00994r005_5 97 0.13458 29.64 0.229 0.254 0.376 0.234
DP00997r004_1 49 0.32524000000000003 8.44 0.536 0.898 0.665 0.55
DP00997r004_2 49 0.32308000000000003 8.36 0.488 0.935 0.644 0.568
DP00997r004_3 49 0.33424 8.37 0.5 0.946 0.644 0.542
DP00997r004_4 49 0.32559 8.41 0.516 0.938 0.654 0.556
DP00997r004_5 49 0.33335 8.39 0.504 0.95 0.64 0.526
DP00999r001_1 142 0.23421 15.67 0.38 0.32899999999999996 0.7605633803 0.284
DP00999r001_2 142 0.264 12.05 0.359 0.317 0.7464788732000001 0.285
DP00999r001_3 142 0.27371 13.63 0.289 0.332 0.7253521127 0.275
DP00999r001_4 142 0.303 11.6 0.325 0.319 0.7253521127 0.28800000000000003
DP00999r001_5 142 0.2325 14.24 0.349 0.34 0.7323943662000001 0.278
DP01011r001_1 65 0.66501 2.2 0.542 0.9640000000000001 0.6609999999999999 0.532
DP01011r001_2 65 0.66615 2.2 0.545 0.961 0.657 0.5379999999999999
DP01011r001_3 65 0.66923 2.17 0.518 0.973 0.635 0.514
DP01011r001_4 65 0.65918 2.24 0.5479999999999999 0.971 0.6629999999999999 0.5329999999999999
DP01011r001_5 65 0.66414 2.23 0.556 0.971 0.631 0.487
DP01014r001_1 89 0.21051 23.82 0.32 0.317 0.485 0.354
DP01014r001_2 89 0.2103 20.96 0.258 0.32 0.522 0.373
DP01014r001_3 89 0.20958000000000002 21.76 0.28800000000000003 0.306 0.574 0.38
DP01014r001_4 89 0.20975 22.26 0.307 0.298 0.54 0.369
DP01014r001_5 89 0.21056999999999998 20.3 0.309 0.32799999999999996 0.579 0.37
DP01026r006_1 401 0.12919 18.16 0.556 0.6659999999999999 0.561 0.414
DP01026r006_2 401 0.12967 18.17 0.55 0.708 0.556 0.398
DP01026r006_3 401 0.13007 18.23 0.552 0.696 0.555 0.448
DP01026r006_4 401 0.13087000000000001 18.27 0.521 0.602 0.527 0.368
DP01026r006_5 401 0.13126 18.16 0.544 0.67 0.5489999999999999 0.404
DP01027r001_1 32 0.2275 4.39 0.136 0.5820000000000001 0.34299999999999997 0.448
DP01027r001_2 32 0.38447 3.79 0.127 0.8909999999999999 0.691 0.809
DP01027r001_3 32 0.38455 3.79 0.127 0.8909999999999999 0.6920000000000001 0.804
DP01027r001_4 32 0.3931 3.78 0.133 0.885 0.653 0.684
DP01027r001_5 32 0.35568 3.82 0.131 0.872 0.595 0.862
DP01033r001_1 92 0.48831 6.05 0.299 0.779 0.509 0.411
DP01033r001_2 92 0.49496999999999997 5.55 0.31 0.813 0.514 0.44
DP01033r001_3 92 0.49303 5.89 0.28600000000000003 0.79 0.501 0.422
DP01033r001_4 92 0.49535 5.51 0.313 0.795 0.525 0.418
DP01033r001_5 92 0.49278999999999995 4.78 0.319 0.701 0.519 0.43
DP01045r001_1 26 0.4821 4.93 0.411 0.917 0.634 0.5379999999999999
DP01045r001_2 26 0.499 4.69 0.365 0.9470000000000001 0.68 0.612
DP01045r001_3 26 0.50052 4.67 0.383 0.95 0.6729999999999999 0.578
DP01045r001_4 26 0.49456999999999995 4.79 0.3670000000000001 0.943 0.638 0.556
DP01045r001_5 26 0.49891 4.71 0.365 0.941 0.623 0.613
DP01048r004_1 53 0.69202 2.33 0.387 0.9940000000000001 0.779 0.956
DP01048r004_2 53 0.6855399999999999 2.31 0.386 0.978 0.652 0.818
DP01048r004_3 53 0.69212 2.33 0.382 0.9940000000000001 0.782 0.957
DP01048r004_4 53 0.69222 2.33 0.382 0.9940000000000001 0.7829999999999999 0.958
DP01048r004_5 53 0.6925100000000001 2.32 0.384 0.9940000000000001 0.7809999999999999 0.958
DP01052r001_1 61 0.19004000000000001 12.84 0.428 0.324 0.488 0.393
DP01052r001_2 61 0.25079 12.55 0.335 0.43 0.37799999999999995 0.404
DP01052r001_3 61 0.18504 14.5 0.327 0.42200000000000004 0.41100000000000003 0.366
DP01052r001_4 61 0.25301999999999997 13.26 0.382 0.46399999999999997 0.381 0.378
DP01052r001_5 61 0.1832 14.58 0.33 0.40299999999999997 0.405 0.383
DP01054r001_1 67 0.65354 2.59 0.556 0.9690000000000001 0.645 0.5820000000000001
DP01054r001_2 67 0.64545 2.59 0.5429999999999999 0.973 0.636 0.588
DP01054r001_3 67 0.6339 2.72 0.514 0.9540000000000001 0.594 0.501
DP01054r001_4 67 0.64463 2.62 0.551 0.968 0.628 0.55
DP01054r001_5 67 0.64718 2.62 0.546 0.973 0.639 0.59
DP01064r001_1 44 0.26561 10.15 0.275 0.316 0.433 0.4920000000000001
DP01064r001_2 44 0.26807 5.67 0.212 0.313 0.43 0.436
DP01064r001_3 44 0.27104 8.05 0.234 0.253 0.366 0.446
DP01064r001_4 44 0.24581999999999998 7.91 0.174 0.284 0.36200000000000004 0.527
DP01064r001_5 44 0.26766999999999996 10.93 0.254 0.315 0.373 0.468
DP01064r003_1 31 0.39547 7.19 0.443 0.98 0.795 0.906
DP01064r003_2 31 0.39781 7.02 0.424 0.9690000000000001 0.6609999999999999 0.748
DP01064r003_3 31 0.40109 7.34 0.445 0.975 0.795 0.906
DP01064r003_4 31 0.38935 6.9 0.447 0.961 0.789 0.88
DP01064r003_5 31 0.409 7.29 0.445 0.976 0.762 0.892
DP01068r001_1 119 0.23699 14.13 0.415 0.591 0.35200000000000004 0.304
DP01068r001_2 119 0.21843 17.88 0.364 0.7170000000000001 0.382 0.314
DP01068r001_3 119 0.18353 16.8 0.418 0.6940000000000001 0.3670000000000001 0.309
DP01068r001_4 119 0.21343 14.08 0.395 0.722 0.369 0.307
DP01068r001_5 119 0.30673 15.04 0.394 0.7120000000000001 0.3670000000000001 0.306
DP01070r005_1 79 0.68808 3.69 0.496 0.9420000000000001 0.685 0.603
DP01070r005_2 79 0.68571 4.15 0.471 0.975 0.654 0.626
DP01070r005_3 79 0.68704 4.13 0.473 0.9740000000000001 0.6559999999999999 0.594
DP01070r005_4 79 0.6842 4.12 0.5 0.97 0.6609999999999999 0.598
DP01070r005_5 79 0.68175 4.06 0.462 0.968 0.654 0.564
DP01082r001_1 47 0.44326000000000004 7.78 0.484 0.9540000000000001 0.569 0.542
DP01082r001_2 47 0.44065 7.67 0.4920000000000001 0.943 0.53 0.5429999999999999
DP01082r001_3 47 0.44448000000000004 7.82 0.471 0.953 0.516 0.562
DP01082r001_4 47 0.44245 7.85 0.454 0.937 0.504 0.586
DP01082r001_5 47 0.44488999999999995 7.88 0.471 0.95 0.494 0.569
DP01090r005_1 1500 0.1089 61.39 0.349 0.098 0.203 0.091
DP01090r005_2 1500 0.11490999999999998 58.79 0.305 0.08900000000000001 0.12300000000000001 0.121
DP01090r005_3 1500 0.11798 62.01 0.31 0.067 0.141 0.081
DP01090r005_4 1500 0.13788 46.56 0.308 0.081 0.14800000000000002 0.08900000000000001
DP01090r005_5 1500 0.1338 54.24 0.298 0.09699999999999999 0.10400000000000001 0.101
DP01096r001_1 179 0.51971 11.23 0.479 0.93 0.635 0.49
DP01096r001_2 179 0.5128699999999999 10.97 0.465 0.909 0.622 0.491
DP01096r001_3 179 0.5108600000000001 11.32 0.49 0.905 0.639 0.495
DP01096r001_4 179 0.51503 11.21 0.47 0.924 0.624 0.46
DP01096r001_5 179 0.51913 11.31 0.5 0.9279999999999999 0.644 0.488
DP01100r001_1 441 0.13614 27.63 0.36 0.424 0.4920000000000001 0.171
DP01100r001_2 441 0.15169000000000002 27.03 0.361 0.45799999999999996 0.345 0.191
DP01100r001_3 441 0.14014000000000001 27.19 0.34700000000000003 0.215 0.456 0.16
